OrderID,LineNumber,ProductID,Quantity,UnitPrice,LineNetAmount
ORD-2025-026414,1,PROD-004,1,20.28,9.13
ORD-2025-026415,1,PROD-020,1,10.14,5.41
ORD-2025-026416,1,PROD-029,1,24.79,18.77
ORD-2025-026417,1,PROD-008,2,9.9,19.32
ORD-2025-026418,1,PROD-031,1,53.52,41.97
ORD-2025-026418,2,PROD-041,3,11.83,29.35
ORD-2025-026419,1,PROD-002,2,11.9,22.55
ORD-2025-026420,1,PROD-035,1,10.14,8.8
ORD-2025-026421,1,PROD-031,2,53.52,48.17
ORD-2025-026422,1,PROD-016,3,8.9,23.18
ORD-2025-026423,1,PROD-041,2,11.83,15.43
ORD-2025-026424,1,PROD-001,1,12.9,10.89
ORD-2025-026425,1,PROD-008,1,9.9,9.7
ORD-2025-026425,2,PROD-032,1,19.72,19.3
ORD-2025-026426,1,PROD-006,1,32.39,25.99
ORD-2025-026426,2,PROD-032,1,19.72,9.69
ORD-2025-026427,1,PROD-045,1,72.68,54.86
ORD-2025-026428,1,PROD-024,2,8.73,10.37
ORD-2025-026429,1,PROD-002,2,11.9,17.15
ORD-2025-026430,1,PROD-049,1,80.28,
ORD-2025-026431,1,PROD-037,2,9.86,15.13
ORD-2025-026432,1,PROD-037,2,9.86,17.69
ORD-2025-026433,1,PROD-007,2,17.18,32.29
ORD-2025-026433,2,PROD-002,1,11.9,10.64
ORD-2025-026433,3,PROD-042,1,73.24,58.58
ORD-2025-026434,1,PROD-005,2,20.28,19.1
ORD-2025-026434,2,PROD-041,1,11.83,8.8
ORD-2025-026435,1,PROD-031,2,53.52,89.31
ORD-2025-026436,1,PROD-004,1,20.28,19.85
ORD-2025-026436,2,PROD-006,2,32.39,63.87
ORD-2025-026437,1,PROD-008,2,9.9,12.55
ORD-2025-026437,2,PROD-034,1,9.01,4.65
ORD-2025-026438,1,PROD-020,2,10.14,19.14
ORD-2025-026438,2,PROD-033,2,52.11,85.8
ORD-2025-026439,1,PROD-005,1,20.28,18.75
ORD-2025-026439,2,PROD-008,1,9.9,8.64
ORD-2025-026440,1,PROD-041,2,11.83,22.43
ORD-2025-026441,1,PROD-001,1,12.9,11.05
ORD-2025-026442,1,PROD-034,1,9.01,5.93
ORD-2025-026443,1,PROD-055,1,74.65,65.07
ORD-2025-026443,2,PROD-054,1,59.15,56.52
ORD-2025-026444,1,PROD-029,1,24.79,23.69
ORD-2025-026444,2,PROD-051,1,36.06,32.45
ORD-2025-026445,1,PROD-058,1,39.44,23.2
ORD-2025-026446,1,PROD-040,2,15.21,13.69
ORD-2025-026447,1,PROD-002,1,11.9,10.9
ORD-2025-026447,2,PROD-015,1,26.76,18.79
ORD-2025-026447,3,PROD-035,1,10.14,8.27
ORD-2025-026448,1,PROD-038,1,7.89,7.55
ORD-2025-026448,2,PROD-029,1,24.79,22.42
ORD-2025-026449,1,PROD-012,1,18.5,17.96
ORD-2025-026450,1,PROD-032,3,19.72,40.6
ORD-2025-026450,2,PROD-002,1,11.9,7.33
ORD-2025-026450,3,PROD-005,3,20.28,49.29
ORD-2025-026451,1,PROD-005,2,20.28,30.46
ORD-2025-026452,1,PROD-005,1,20.28,19.76
ORD-2025-026452,2,PROD-008,1,9.9,9.31
ORD-2025-026453,1,PROD-032,3,19.72,54.25
ORD-2025-026454,1,PROD-052,1,46.48,35.08
ORD-2025-026454,2,PROD-003,2,14.37,27.53
ORD-2025-026455,1,PROD-008,2,9.9,18.68
ORD-2025-026456,1,PROD-003,2,14.37,26.66
ORD-2025-026456,2,PROD-001,1,12.9,12.45
ORD-2025-026456,3,PROD-004,3,20.28,55.63
ORD-2025-026456,4,PROD-013,1,11.9,10.47
ORD-2025-026457,1,PROD-041,1,11.83,11.12
ORD-2025-026457,2,PROD-047,1,108.45,103.2
ORD-2025-026458,1,PROD-028,2,17.18,21.79
ORD-2025-026459,1,PROD-025,1,21.97,18.17
ORD-2025-026460,1,PROD-051,1,36.06,35.05
ORD-2025-026461,1,PROD-005,2,20.28,20.32
ORD-2025-026461,2,PROD-008,2,9.9,17.52
ORD-2025-026462,1,PROD-035,2,10.14,19.8
ORD-2025-026463,1,PROD-023,2,7.89,13.7
ORD-2025-026463,2,PROD-001,1,12.9,9.88
ORD-2025-026464,1,PROD-004,2,20.28,21.3
ORD-2025-026465,1,PROD-036,1,11.55,10.22
ORD-2025-026466,1,PROD-042,4,73.24,243.33
ORD-2025-026466,2,PROD-001,1,12.9,12.07
ORD-2025-026467,1,PROD-036,2,11.55,18.78
ORD-2025-026467,2,PROD-032,3,19.72,47.73
ORD-2025-026468,1,PROD-004,1,20.28,11.83
ORD-2025-026469,1,PROD-038,4,7.89,25.16
ORD-2025-026470,1,PROD-001,3,12.9,37.71
ORD-2025-026470,2,PROD-021,1,15.49,15.16
ORD-2025-026471,1,PROD-004,2,20.28,40.48
ORD-2025-026472,1,PROD-010,1,38.03,23.44
ORD-2025-026473,1,PROD-008,2,9.9,13.85
ORD-2025-026474,1,PROD-039,2,8.17,9.49
ORD-2025-026475,1,PROD-007,2,17.18,30.26
ORD-2025-026475,2,PROD-039,2,8.17,13.17
ORD-2025-026475,3,PROD-004,1,20.28,15.05
ORD-2025-026475,4,PROD-044,1,40.85,36.54
ORD-2025-026476,1,PROD-008,3,9.9,29.34
ORD-2025-026477,1,PROD-027,1,21.13,19.26
ORD-2025-026477,2,PROD-008,1,9.9,8.91
ORD-2025-026477,3,PROD-026,2,14.65,28.26
ORD-2025-026478,1,PROD-005,1,20.28,15.74
ORD-2025-026479,1,PROD-008,1,9.9,6.55
ORD-2025-026480,1,PROD-008,1,9.9,7.43
ORD-2025-026480,2,PROD-020,1,10.14,5.48
ORD-2025-026481,1,PROD-001,1,12.9,8.74
ORD-2025-026482,1,PROD-023,1,7.89,5.73
ORD-2025-026482,2,PROD-008,1,9.9,5.69
ORD-2025-026483,1,PROD-040,1,15.21,12.85
 ORD-2025-026484 ,1,PROD-054,1,59.15,48.3
ORD-2025-026485,1,PROD-026,2,14.65,15.03
ORD-2025-026486,1,PROD-002,2,11.9,21.06
ORD-2025-026487,1,PROD-023,2,7.89,12.87
ORD-2025-026488,1,PROD-027,1,21.13,9.51
ORD-2025-026489,1,PROD-008,2,9.9,19.1
ORD-2025-026489,2,PROD-003,1,14.37,-13.55
ORD-2025-026489,3,PROD-002,2,11.9,23.03
ORD-2025-026490,1,PROD-005,1,20.28,17.56
ORD-2025-026491,1,PROD-039,2,8.17,8.45
ORD-2025-026491,2,PROD-034,4,9.01,26.47
