OrderID,CustomerID,OrderDate,OrderDiscountPct,BasketItemCount
ORD-2025-030396,CUST-12596,2025-08-19,0.0481,3
ORD-2025-030397,CUST-12597,2025-08-31,0.083,1
ORD-2025-030398,CUST-12598,2025-08-22,0.0453,2
ORD-2025-030399,CUST-12599,2025-08-31,0.0434,1
ORD-2025-030400,CUST-12600,2025-08-28,0.4568,1
ORD-2025-030401,CUST-12601,2025-08-14,0.083,3
ORD-2025-030402,CUST-12602,2025-08-30,0.2051,1
ORD-2025-030403,CUST-12603,2025-08-15,0.1516,1
ORD-2025-030404,CUST-12604,2025-08-26,0.057,1
ORD-2025-030405,CUST-12605,2025-08-27,0.022,1
ORD-2025-030406,CUST-12606,2025-08-21,0.0564,1
ORD-2025-030407,CUST-12607,2025-08-31,0.1315,1
ORD-2025-030408,CUST-12608,2025-08-28,0.0739,2
ORD-2025-030409,CUST-12609,2025-08-30,0.55,1
ORD-2025-030410,CUST-12610,2025-08-20,0.0954,1
ORD-2025-030411,CUST-12611,2025-08-13,0.0173,4
ORD-2025-030412,CUST-12612,2025-08-27,0.0794,1
ORD-2025-030413,CUST-12613,2025-08-16,0.2657,1
ORD-2025-030414,CUST-12614,2025-08-28,0.149,2
ORD-2025-030415,CUST-12615,2025-08-26,0.1389,1
ORD-2025-030416,,2025-08-06,0.1879,2
ORD-2025-030417,CUST-12617,2025-08-12,0.0563,3
ORD-2025-030418,CUST-12618,2025-08-13,0.4331,2
ORD-2025-030419,CUST-12619,2025-08-21,0.1325,1
ORD-2025-030420,CUST-12620,2025-08-29,0.0503,1
ORD-2025-030421,CUST-12621,2025-08-20,0.5293,1
ORD-2025-030422,CUST-12622,2025-08-21,0.2222,1
ORD-2025-030423,CUST-12623,2025-08-10,0.0961,2
ORD-2025-030424,CUST-12624,2025-08-06,0.044,1
ORD-2025-030425,CUST-12625,2025-08-08,0.1094,3
ORD-2025-030426,CUST-12626,2025-08-26,0.0246,1
ORD-2025-030427,CUST-12627,2025-08-29,0.2937,2
ORD-2025-030428,CUST-12628,2025-08-06,0.1581,2
ORD-2025-030429,CUST-12629,2025-08-12,0.1117,1
ORD-2025-030430,CUST-12630,2025-08-31,0.1443,1
ORD-2025-030431,CUST-12631,2025-08-21,0.55,1
ORD-2025-030432,CUST-12632,2025-08-23,0.1989,1
ORD-2025-030433,CUST-12633,2025-08-28,0.0514,1
ORD-2025-030434,CUST-12634,2025-08-26,0.0156,1
ORD-2025-030435,CUST-12635,2025-08-26,0.2625,2
ORD-2025-030436,CUST-12636,2025-08-27,0.1445,3
ORD-2025-030437,CUST-12637,2025-08-14,0.55,1
ORD-2025-030438,CUST-12638,2025-08-27,0.55,1
ORD-2025-030439,CUST-12639,2025-08-28,0.2048,2
ORD-2025-030440,CUST-12640,2025-08-28,0.0633,1
ORD-2025-030441,CUST-12641,2025-08-31,0.394,2
ORD-2025-030442,CUST-12642,2025-08-10,0.1234,3
ORD-2025-030443,CUST-12643,2025-08-17,0.0756,1
ORD-2025-030444,CUST-12644,2025-08-28,0.4063,1
ORD-2025-030445,CUST-12645,2025-08-21,0.3103,1
ORD-2025-030446,CUST-12646,2025-08-31,0.194,2
ORD-2025-030447,CUST-12647,2025-08-09,0.1882,1
ORD-2025-030448,CUST-12648,2025-08-24,0.2339,2
