OrderID,CustomerID,OrderDate,OrderDiscountPct,BasketItemCount
ORD-2024-016988,CUST-07201,2024-05-31,0.0208,2
ORD-2024-016989,CUST-07202,2024-05-18,0.2268,1
ORD-2024-016990,CUST-07203,2024-05-21,0.3182,1
ORD-2024-016991,CUST-07204,2024-05-26,0.1205,1
ORD-2024-016992,CUST-07205,2024-05-30,0.55,1
ORD-2024-016993,CUST-07206,2024-05-16,0.1606,3
ORD-2024-016994,CUST-07207,2024-05-11,0.2998,1
ORD-2024-016995,CUST-07208,2024-05-09,0.0919,1
ORD-2024-016996,CUST-07209,2024-05-30,0.0386,3
ORD-2024-016997,CUST-07210,2024-05-05,0.2369,1
ORD-2024-016998,CUST-07211,2024-05-28,0.0542,2
ORD-2024-016999,CUST-07212,2024-05-10,0.0779,1
ORD-2024-017000,CUST-07213,2024-05-19,0.0996,1
ORD-2024-017001,CUST-07214,2024-05-29,0.55,2
ORD-2024-017002,CUST-07215,2024-05-15,0.2432,2
ORD-2024-017003,CUST-07216,2024-05-23,0.1015,1
ORD-2024-017004,CUST-07217,2024-05-25,0.0096,1
ORD-2024-017005,CUST-07218,2024-05-14,0.0487,2
ORD-2024-017006,CUST-07219,2024-05-17,0.0273,3
ORD-2024-017007,CUST-07220,2024-05-21,0.4719,2
ORD-2024-017008,CUST-07221,2024-05-29,0.0446,2
ORD-2024-017009,CUST-07222,2024-05-23,0.4812,1
ORD-2024-017010,CUST-07223,2024-05-29,0.4613,2
ORD-2024-017011,CUST-07224,2024-05-25,0.0995,1
ORD-2024-017012, CUST-07225 ,2024-05-27,0.4716,1
ORD-2024-017013,CUST-07226,2024-05-20,0.1854,2
ORD-2024-017014,CUST-07227,2024-05-16,0.0377,3
ORD-2024-017015,CUST-07228,2024-05-25,0.1204,3
ORD-2024-017016,CUST-07229,2024-05-25,0.2377,2
ORD-2024-017017,CUST-07230,2024-05-13,0.3359,1
ORD-2024-017018,CUST-07231,2024-05-09,0.0274,1
ORD-2024-017019,CUST-07232,2024-05-22,0.1218,1
ORD-2024-017020,CUST-07233,2024-05-29,0.3244,2
ORD-2024-017021,CUST-07234,2024-05-24,0.55,1
ORD-2024-017022,CUST-07235,2024-05-14,0.0685,2
ORD-2024-017023,CUST-07236,2024-05-16,0.2205,3
ORD-2024-017024,CUST-07237,2024-05-29,0.2493,1
ORD-2024-017025,CUST-07238,2024-05-15,0.1699,1
ORD-2024-017026,CUST-07239,2024-05-24,0.55,1
ORD-2024-017027,CUST-07240,2024-05-23,0.2786,1
ORD-2024-017028,CUST-07241,2024-05-28,0.4398,2
ORD-2024-017029,CUST-07242,2024-05-31,0.1999,2
ORD-2024-017030,CUST-07243,2024-05-28,0.55,2
ORD-2024-017031,CUST-07244,2024-05-29,0.0813,2
ORD-2024-017032,CUST-07245,2024-05-08,0.4678,1
ORD-2024-017033,CUST-07246,2024-05-28,0.1391,2
ORD-2024-017034,CUST-07247,2024-05-23,0.2303,1
ORD-2024-017035,CUST-07248,2024-05-20,0.1568,2
ORD-2024-017036,CUST-07249,2024-05-25,0.0875,1
ORD-2024-017037,CUST-07250,2024-05-27,0.4411,2
ORD-2024-017038,CUST-07251,2024-05-29,0.1677,2
ORD-2024-017039,CUST-07252,2024-05-26,0.0273,1
ORD-2024-017040,CUST-07253,2024-05-29,0.2687,1
ORD-2024-017041,CUST-07254,2024-05-09,0.263,1
ORD-2024-017042,CUST-07255,2024-05-25,0.1812,1
ORD-2024-017043,CUST-07256,2024-05-24,0.0863,5
ORD-2024-017044,CUST-07257,2024-05-25,0.0703,1
ORD-2024-017045,CUST-07258,2024-05-19,0.3732,1
ORD-2024-017046,CUST-07259,2024-05-31,0.3051,1
ORD-2024-017047,CUST-07260,2024-05-28,0.0977,2
ORD-2024-017048,CUST-07261,2024-05-18,0.0322,1
ORD-2024-017049,CUST-07262,2024-05-27,0.0193,1
ORD-2024-017050,CUST-07263,2024-05-29,0.4621,1
ORD-2024-017051,CUST-07264,2024-05-30,0.2206,1
ORD-2024-017052,CUST-07265,2024-05-25,0.4269,2
ORD-2024-017053,CUST-07266,2024-05-18,0.1101,1
ORD-2024-017054,CUST-07267,2024-05-08,0.1043,1
ORD-2024-017055,CUST-07268,2024-05-31,0.0644,2
ORD-2024-017056,CUST-07269,2024-05-31,0.215,2
ORD-2024-017057,CUST-07270,2024-05-19,0.3184,2
ORD-2024-017058,CUST-07271,2024-05-17,0.0324,3
ORD-2024-017059,CUST-07272,2024-05-11,0.005,1
ORD-2024-017060,CUST-07273,2024-05-17,0.1107,2
ORD-2024-017061,CUST-07274,2024-05-30,0.2538,1
ORD-2024-017062,CUST-07275,2024-05-27,0.1217,1
ORD-2024-017063,CUST-07276,2024-05-17,0.0612,2
ORD-2024-017064,CUST-07277,2024-05-08,0.0431,3
ORD-2024-017065,CUST-07278,2024-05-31,0.55,1
ORD-2024-017066,CUST-07279,2024-05-29,0.1281,1
ORD-2024-017067,CUST-07280,2024-05-24,0.3632,1
ORD-2024-017068,CUST-07281,2024-05-16,0.0693,4
ORD-2024-017069,CUST-07282,2024-05-31,0.0653,1
ORD-2024-017070,CUST-07283,2024-05-12,0.0593,1
ORD-2024-017071,CUST-07284,2024-05-26,0.0986,1
ORD-2024-017072,CUST-07285,2024-05-30,0.1269,1
ORD-2024-017073,CUST-07286,2024-05-11,0.55,1
ORD-2024-017074,CUST-07287,2024-05-26,0.1737,3
ORD-2024-017075,CUST-07288,2024-05-18,0.0492,3
ORD-2024-017076,CUST-07289,2024-05-16,0.1752,1
ORD-2024-017077,CUST-07290,2024-05-20,0.3815,1
ORD-2024-017078,CUST-07291,2024-05-13,0.1644,1
ORD-2024-017079,CUST-07292,2024-05-21,0.3652,1
ORD-2024-017080,,2024-05-26,0.0651,1
ORD-2024-017081,CUST-07294,2024-05-17,0.0696,2
ORD-2024-017082,CUST-07295,2024-05-30,0.0687,1
ORD-2024-017083,CUST-07296,2024-05-23,0.092,1
ORD-2024-017084,CUST-07297,2024-05-25,0.55,1
ORD-2024-017085,CUST-07298,2024-05-22,0.2494,1
ORD-2024-017086,CUST-07299,2024-05-29,0.0871,3
ORD-2024-017087,CUST-07300,2024-05-20,0.1486,2
ORD-2024-017088,CUST-07301,2024-05-30,0.0784,1
ORD-2024-017089,CUST-07302,2024-05-26,0.0241,1
ORD-2024-017090,CUST-07303,2024-05-23,0.1464,1
ORD-2024-017091,CUST-07304,2024-05-26,0.1962,1
ORD-2024-017092,CUST-07305,2024-05-30,0.4807,2
ORD-2024-017093,CUST-07306,2024-05-26,0.2186,1
ORD-2024-017094,CUST-07307,2024-05-24,0.179,1
ORD-2024-017095,CUST-07308,2024-05-28,0.1509,3
ORD-2024-017096,CUST-07309,2024-05-08,0.229,2
ORD-2024-017097,CUST-07310,2024-05-13,0.0435,3
ORD-2024-017098,CUST-07311,2024-05-31,0.1352,4
ORD-2024-017099,CUST-07312,2024-05-05,0.0226,3
ORD-2024-017100,CUST-07313,2024-05-12,0.5249,1
ORD-2024-017101,CUST-07314,2024-05-30,0.0893,1
ORD-2024-017102,CUST-07315,2024-05-27,0.55,1
ORD-2024-017103,CUST-07316,2024-05-19,0.1802,3
ORD-2024-017104,CUST-07317,2024-05-31,0.3045,2
ORD-2024-017105,CUST-07318,2024-05-15,0.1087,3
ORD-2024-017106,CUST-07319,2024-05-29,0.0703,1
ORD-2024-017107,CUST-07320,2024-05-29,0.0988,3
ORD-2024-017108,CUST-07321,2024-05-14,0.107,2
ORD-2024-017109,CUST-07322,2024-05-23,0.0728,1
ORD-2024-017110,CUST-07323,2024-05-31,0.2864,2
ORD-2024-017111,CUST-07324,2024-05-27,0.5248,2
ORD-2024-017112,CUST-07325,2024-05-14,0.306,1
ORD-2024-017113,CUST-07326,2024-05-12,0.032,2
ORD-2024-017114,CUST-07327,2024-05-31,0.0954,1
ORD-2024-017115,CUST-07328,2024-05-28,0.1565,1
ORD-2024-017116,CUST-07329,2024-05-15,0.55,1
ORD-2024-017117,CUST-07330,2024-05-24,0.2552,1
ORD-2024-017118,CUST-07331,2024-05-15,0.3187,2
ORD-2024-017119,CUST-07332,2024-05-28,0.2129,1
ORD-2024-017120,CUST-07333,2024-05-30,0.0412,1
ORD-2024-017121,CUST-07334,2024-05-30,0.2501,1
ORD-2024-017122,CUST-07335,2024-05-30,0.2663,2
ORD-2024-017123,CUST-07336,2024-05-14,0.0677,1
ORD-2024-017124,CUST-07337,2024-05-28,0.544,2
ORD-2024-017125,CUST-07338,2024-05-25,0.3791,2
ORD-2024-017126,CUST-07339,2024-05-23,0.1862,1
ORD-2024-017127,CUST-07340,2024-05-14,0.0363,2
ORD-2024-017128,CUST-07341,2024-05-23,0.1509,3
ORD-2024-017129,CUST-07342,2024-05-19,0.4351,2
ORD-2024-017130,CUST-07343,2024-05-26,0.1162,1
ORD-2024-017131,CUST-07344,2024-05-26,0.0255,1
ORD-2024-017132,CUST-07345,2024-05-16,0.55,1
ORD-2024-017133,CUST-07346,2024-05-28,0.047,1
ORD-2024-017134,CUST-07347,2024-05-17,0.0887,1
ORD-2024-017135,CUST-07348,2024-05-28,0.2395,2
ORD-2024-017136,CUST-07349,2024-05-30,0.2984,1
ORD-2024-017137,CUST-07350,2024-05-31,0.1376,2
ORD-2024-017138,CUST-07351,2024-05-31,0.0186,2
ORD-2024-017139,CUST-07352,2024-05-21,0.2992,2
ORD-2024-017140,CUST-07353,2024-05-19,0.2676,1
ORD-2024-017141,CUST-07354,2024-05-30,0.0302,1
ORD-2024-017142,CUST-07355,2024-05-30,0.1122,1
ORD-2024-017143,CUST-07356,2024-05-16,0.2536,2
ORD-2024-017144,CUST-07357,2024-05-17,0.1637,1
ORD-2024-017145,CUST-07358,2024-05-17,0.0631,1
ORD-2024-017146,CUST-07359,2024-05-15,0.1396,1
ORD-2024-017147,CUST-07360,2024-05-29,0.1225,2
ORD-2024-017148,CUST-07361,2024-05-31,0.4864,1
ORD-2024-017149,CUST-07362,2024-05-28,0.0884,1
ORD-2024-017150,CUST-07363,2024-05-13,0.1773,2
ORD-2024-017151,CUST-07364,2024-05-21,0.1119,2
ORD-2024-017152,CUST-07365,2024-05-15,0.1694,1
ORD-2024-017153,CUST-07366,2024-05-31,0.1279,1
ORD-2024-017154,CUST-07367,2024-05-29,0.0627,1
ORD-2024-017155,CUST-07368,2024-05-11,0.1026,2
ORD-2024-017156,CUST-07369,2024-05-29,0.3541,2
ORD-2024-017157,CUST-07370,2024-05-26,0.1672,1
ORD-2024-017158,CUST-07371,2024-05-25,0.3271,2
ORD-2024-017159,CUST-07372,2024-05-27,0.0561,1
ORD-2024-017160,CUST-07373,2024-05-29,0.0717,1
ORD-2024-017161,CUST-07374,2024-05-26,0.1233,2
ORD-2024-017162,CUST-07375,2024-05-28,0.1389,1
ORD-2024-017163,CUST-07376,2024-05-20,0.548,2
ORD-2024-017164,CUST-07377,2024-05-29,0.1335,2
ORD-2024-017165,CUST-07378,2024-05-17,0.1852,2
ORD-2024-017166,CUST-07379,2024-05-30,0.1581,2
ORD-2024-017167,CUST-07380,2024-05-11,0.3803,1
ORD-2024-017168,CUST-07381,2024-05-25,0.08,3
ORD-2024-017169,CUST-07382,2024-05-30,0.55,1
ORD-2024-017170,CUST-07383,2024-05-27,0.0909,2
ORD-2024-017171,CUST-07384,2024-05-31,0.2079,2
ORD-2024-017172,CUST-07385,2024-05-26,0.2139,2
ORD-2024-017173,CUST-07386,2024-05-19,0.3033,2
ORD-2024-017174,CUST-07387,2024-05-22,0.2227,3
ORD-2024-017175,CUST-07388,2024-05-30,0.2484,2
ORD-2024-017176,CUST-07389,2024-05-23,0.0435,1
ORD-2024-017177,CUST-07390,2024-05-31,0.1539,1
ORD-2024-017178,CUST-07391,2024-05-12,0.2079,3
ORD-2024-017179,CUST-07392,2024-05-29,0.1348,1
ORD-2024-017180,CUST-07393,2024-05-17,0.55,1
ORD-2024-017181,CUST-07394,2024-05-26,0.393,1
ORD-2024-017182,CUST-07395,2024-05-21,0.0594,1
ORD-2024-017183,CUST-07396,2024-05-31,0.0209,3
ORD-2024-017184,CUST-07397,2024-05-29,0.0193,1
ORD-2024-017185,CUST-07398,2024-05-24,0.1889,1
ORD-2024-017186,CUST-07399,2024-05-08,0.1876,3
ORD-2024-017187,CUST-07400,2024-05-28,0.0841,1
ORD-2024-017188,CUST-07401,2024-05-24,0.0496,2
ORD-2024-017189,CUST-07402,2024-05-26,0.5488,2
ORD-2024-017190,CUST-07403,2024-05-23,0.1337,1
ORD-2024-017191,CUST-07404,2024-05-29,0.0284,1
ORD-2024-017192,CUST-07405,2024-05-31,0.1265,1
ORD-2024-017193,CUST-07406,2024-05-27,0.4086,2
ORD-2024-017194,CUST-07407,2024-05-30,0.4455,2
ORD-2024-017195,CUST-07408,2024-05-23,0.0353,1
ORD-2024-017196,CUST-07409,2024-05-25,0.55,1
ORD-2024-017197,CUST-07410,2024-05-20,0.2402,1
ORD-2024-017198,CUST-07411,2024-05-23,0.0409,1
ORD-2024-017199,CUST-07412,2024-05-31,0.0695,1
ORD-2024-017200,CUST-07413,2024-05-31,0.1788,1
ORD-2024-017201,CUST-07414,2024-05-31,0.0089,3
ORD-2024-017202,CUST-07415,2024-05-30,0.0293,1
ORD-2024-017203,CUST-07416,2024-05-29,0.0887,1
ORD-2024-017204,CUST-07417,2024-05-20,0.112,1
ORD-2024-017205,CUST-07418,2024-05-18,0.5423,2
ORD-2024-017206,CUST-07419,2024-05-22,0.0427,1
ORD-2024-017207,CUST-07420,2024-05-29,0.0689,2
ORD-2024-017208,CUST-07421,2024-05-23,0.3614,2
ORD-2024-017209,CUST-07422,2024-05-20,0.222,3
