OrderID,LineNumber,ProductID,Quantity,UnitPrice,LineNetAmount
ORD-2023-031046,1,PROD-005,1,20.28,18.41
ORD-2023-031046,2,PROD-058,1,39.44,33.48
ORD-2023-031046,3,PROD-035,1,10.14,9.67
ORD-2023-031046,4,PROD-050,1,61.97,58.49
ORD-2023-031047,1,PROD-021,1,15.49,6.97
ORD-2023-031047,2,PROD-042,1,73.24,34.09
ORD-2023-031048,1,PROD-027,1,21.13,18.9
ORD-2023-031049,1,PROD-050,1,61.97,60.17
ORD-2023-031050,1,PROD-036,1,11.55,10.97
ORD-2023-031051,1,PROD-010,1,38.03,35.92
ORD-2023-031052,1,PROD-052,1,46.48,39.6
ORD-2023-031052,2,PROD-037,1,9.86,9.42
ORD-2023-031052,3,PROD-038,3,7.89,23.0
ORD-2023-031053,1,PROD-041,1,11.83,9.93
ORD-2023-031054,1,PROD-010,2,38.03,34.23
ORD-2023-031055,1,PROD-037,1,9.86,9.38
ORD-2023-031056,1,PROD-023,1,7.89,7.58
ORD-2023-031057,1,PROD-006,1,32.39,19.24
ORD-2023-031058,1,PROD-015,2,26.76,24.08
ORD-2023-031059,1,PROD-030,2,49.3,88.9
ORD-2023-031059,2,PROD-041,3,11.83,31.88
ORD-2023-031060,1,PROD-030,1,49.3,48.81
ORD-2023-031061,1,PROD-038,3,7.89,17.93
ORD-2023-031061,2,PROD-035,1,10.14,4.56
ORD-2023-031062,1,PROD-041,1,11.83,11.13
ORD-2023-031063,1,PROD-026,1,14.65,13.35
ORD-2023-031063,2,PROD-003,1,14.37,12.98
ORD-2023-031063,3,PROD-032,1,19.72,16.34
ORD-2023-031064,1,PROD-023,1,7.89,7.81
ORD-2023-031065,1,PROD-029,2,24.79,32.7
ORD-2023-031066,1,PROD-004,1,20.28,15.99
ORD-2023-031066,2,PROD-028,1,17.18,13.18
ORD-2023-031067,1,PROD-029,1,24.79,23.2
ORD-2023-031068,1,PROD-007,3,17.18,43.22
ORD-2023-031069,1,PROD-004,2,20.28,18.49
ORD-2023-031070,1,PROD-042,1,73.24,68.66
ORD-2023-031070,2,PROD-003,1,14.37,13.47
ORD-2023-031071,1,PROD-004,1,20.28,19.92
ORD-2023-031072,1,PROD-010,2,38.03,57.97
ORD-2023-031073,1,PROD-041,3,11.83,25.44
ORD-2023-031074,1,PROD-023,2,7.89,13.51
ORD-2023-031074,2,PROD-039,2,8.17,15.43
ORD-2023-031074,3,PROD-001,2,12.9,20.28
ORD-2023-031075,1,PROD-005,2,20.28,38.71
ORD-2023-031075,2,PROD-024,1,8.73,8.46
ORD-2023-031075,3,PROD-049,1,80.28,75.15
ORD-2023-031075,4,PROD-053,2,53.52,101.02
ORD-2023-031076,1,PROD-036,1,11.55,9.17
ORD-2023-031077,1,PROD-055,1,74.65,69.41
ORD-2023-031077,2,PROD-006,1,32.39,31.69
ORD-2023-031077,3,PROD-002,2,11.9,22.56
ORD-2023-031078,1,PROD-022,1,9.01,7.38
ORD-2023-031078,2,PROD-026,1,14.65,11.17
ORD-2023-031079,1,PROD-004,1,20.28,9.13
ORD-2023-031080,1,PROD-002,1,11.9,5.35
ORD-2023-031081,1,PROD-039,1,8.17,6.34
ORD-2023-031082,1,PROD-008,1,9.9,9.77
ORD-2023-031082,2,PROD-010,3,38.03,113.17
ORD-2023-031083,1,PROD-042,1,73.24,63.05
ORD-2023-031084,1,PROD-002,2,11.9,19.46
ORD-2023-031085,1,PROD-014,1,9.9,9.57
ORD-2023-031085,2,PROD-009,1,61.97,60.69
ORD-2023-031085,3,PROD-004,1,20.28,20.15
ORD-2023-031086,1,PROD-050,1,61.97,54.61
ORD-2023-031086,2,PROD-010,1,38.03,27.15
ORD-2023-031087,1,PROD-006,3,32.39,74.59
ORD-2023-031087,2,PROD-040,2,15.21,24.85
ORD-2023-031088,1,PROD-026,2,14.65,26.47
ORD-2023-031089,1,PROD-013,2,11.9,11.64
ORD-2023-031090,1,PROD-052,1,46.48,41.73
ORD-2023-031091,1,PROD-041,1,11.83,8.62
ORD-2023-031092,1,PROD-034,2,9.01,16.08
ORD-2023-031093,1,PROD-023,1,7.89,6.17
ORD-2023-031094,1,PROD-008,1,9.9,9.63
ORD-2023-031095,1,PROD-001,1,12.9,11.76
ORD-2023-031096,1,PROD-013,1,11.9,10.72
ORD-2023-031097,1,PROD-007,1,17.18,15.48
ORD-2023-031098,1,PROD-059,1,52.11,49.56
ORD-2023-031099,1,PROD-002,2,11.9,19.02
ORD-2023-031099,2,PROD-004,1,20.28,16.6
ORD-2023-031100,1,PROD-005,1,20.28,15.57
ORD-2023-031101,1,PROD-039,1,8.17,5.15
ORD-2023-031102,1,PROD-056,1,101.41,89.18
ORD-2023-031103,1,PROD-029,1,24.79,16.31
ORD-2023-031103,2,PROD-005,2,20.28,35.29
ORD-2023-031104,1,PROD-048,1,55.77,54.28
ORD-2023-031105,1,PROD-023,1,7.89,3.61
ORD-2023-031106,1,PROD-001,3,12.9,36.42
ORD-2023-031106,2,PROD-010,2,38.03,60.78
ORD-2023-031107,1,PROD-049,1,80.28,76.46
ORD-2023-031107,2,PROD-006,2,32.39,52.04
ORD-2023-031108,1,PROD-010,1,38.03,28.62
ORD-2023-031108,2,PROD-001,2,12.9,24.93
ORD-2023-031109,1,PROD-005,3,20.28,59.85
ORD-2023-031110,1,PROD-036,1,11.55,10.19
ORD-2023-031110,2,PROD-024,1,8.73,7.77
ORD-2023-031110,3,PROD-004,2,20.28,38.67
ORD-2023-031111,1,PROD-030,1,49.3,41.07
ORD-2023-031112,1,PROD-002,3,11.9,35.35
ORD-2023-031112,2,PROD-041,3,11.83,34.92
ORD-2023-031113,1,PROD-001,1,12.9,7.92
ORD-2023-031113,2,PROD-038,1,7.89,5.64
ORD-2023-031113,3,PROD-051,1,36.06,34.57
ORD-2023-031114,1,PROD-023,2,7.89,13.34
ORD-2023-031115,1,PROD-042,1,73.24,71.26
ORD-2023-031116,1,PROD-023,1,7.89,5.97
ORD-2023-031117,1,PROD-015,1,26.76,17.4
ORD-2023-031117,2,PROD-032,1,19.72,14.05
ORD-2023-031118,1,PROD-023,2,7.89,11.86
ORD-2023-031119,1,PROD-023,1,7.89,6.19
ORD-2023-031119,2,PROD-022,2,9.01,16.21
ORD-2023-031120,1,PROD-040,2,15.21,24.8
ORD-2023-031121,1,PROD-006,1,32.39,23.75
ORD-2023-031122,1,PROD-030,1,49.3,32.84
ORD-2023-031123,1,PROD-025,1,21.97,21.45
ORD-2023-031124,1,PROD-019,1,29.58,
ORD-2023-031124,2,PROD-054,1,59.15,54.82
ORD-2023-031125,1,PROD-042,1,73.24,66.22
ORD-2023-031125,2,PROD-034,2,9.01,16.03
ORD-2023-031125,3,PROD-039,1,8.17,7.98
ORD-2023-031126,1,PROD-041,1,11.83,8.42
ORD-2023-031126,2,PROD-024,1,8.73,4.93
ORD-2023-031127,1,PROD-040,1,15.21,12.26
ORD-2023-031127,2,PROD-016,1,8.9,4.68
ORD-2023-031127,3,PROD-041,2,11.83,10.9
ORD-2023-031128,1,PROD-001,3,12.9,34.12
ORD-2023-031129,1,PROD-002,2,11.9,23.18
ORD-2023-031130,1,PROD-003,1,14.37,13.56
ORD-2023-031130,2,PROD-004,2,20.28,40.17
ORD-2023-031131,1,PROD-010,2,38.03,34.23
ORD-2023-031132,1,PROD-035,2,10.14,13.05
ORD-2023-031132,2,PROD-046,1,259.15,224.79
ORD-2023-031133,1,PROD-042,3,73.24,182.76
ORD-2023-031133,2,PROD-002,3,11.9,19.88
ORD-2023-031134,1,PROD-006,1,32.39,26.74
ORD-2023-031134,2,PROD-041,3,11.83,29.98
ORD-2023-031134,3,PROD-001,1,12.9,10.11
ORD-2023-031135,1,PROD-008,1,9.9,7.86
ORD-2023-031136,1,PROD-006,1,32.39,27.22
ORD-2023-031136,2,PROD-035,2,10.14,19.38
ORD-2023-031137,1,PROD-004,3,20.28,28.23
ORD-2023-031138,1,PROD-029,1,24.79,17.28
ORD-2023-031139,1,PROD-054,1,59.15,54.04
ORD-2023-031139,2,PROD-003,2,14.37,26.6
ORD-2023-031140,1,PROD-030,1,49.3,37.26
ORD-2023-031140,2,PROD-022,1,9.01,8.22
ORD-2023-031141,1,PROD-004,1,20.28,13.75
ORD-2023-031142,1,PROD-054,1,59.15,33.56
ORD-2023-031143,1,PROD-051,1,36.06,34.04
ORD-2023-031144,1,PROD-040,1,15.21,12.69
ORD-2023-031145,1,PROD-001,2,12.9,24.81
ORD-2023-031145,2,PROD-005,1,20.28,18.59
ORD-2023-031146,1,PROD-016,1,8.9,4.0
ORD-2023-031147,1,PROD-045,1,72.68,62.71
ORD-2023-031147,2,PROD-030,1,49.3,22.29
ORD-2023-031148,1,PROD-034,1,9.01,8.18
ORD-2023-031149,1,PROD-023,1,7.89,4.54
ORD-2023-031150,1,PROD-004,1,20.28,19.09
ORD-2023-031150,2,PROD-034,1,9.01,7.96
ORD-2023-031150,3,PROD-047,1,108.45,100.25
ORD-2023-031151,1,PROD-001,1,12.9,11.85
ORD-2023-031152,1,PROD-035,2,10.14,10.72
ORD-2023-031152,2,PROD-049,1,80.28,57.43
ORD-2023-031153,1,PROD-056,1,101.41,87.81
ORD-2023-031154,1,PROD-015,2,26.76,53.29
ORD-2023-031155,1,PROD-047,1,108.45,101.66
ORD-2023-031155,2,PROD-002,1,11.9,8.16
ORD-2023-031156,1,PROD-035,1,10.14,9.63
ORD-2023-031157,1,PROD-017,1,12.5,8.49
ORD-2023-031157,2,PROD-037,2,9.86,14.48
ORD-2023-031158,1,PROD-006,1,32.39,27.8
ORD-2023-031159,1,PROD-022,2,9.01,16.38
ORD-2023-031160,1,PROD-015,1,26.76,15.6
ORD-2023-031161,1,PROD-014,2,9.9,15.0
ORD-2023-031162,1,PROD-010,2,38.03,66.74
ORD-2023-031163,1,PROD-054,1,59.15,26.62
