OrderID,LineNumber,ProductID,Quantity,UnitPrice,LineNetAmount
ORD-2025-000001,1,PROD-004,1,20.28,15.38
ORD-2025-000001,2,PROD-041,2,11.83,20.71
ORD-2025-000001,3,PROD-037,2,9.86,16.59
ORD-2025-000002,1,PROD-048,1,55.77,42.52
ORD-2025-000003,1,PROD-017,1,12.5,5.62
ORD-2025-000004,1,PROD-048,1,55.77,46.34
ORD-2025-000004,2,PROD-005,1,20.28,18.72
ORD-2025-000005,1,PROD-050,1,61.97,42.29
ORD-2025-000006,1,PROD-020,1,10.14,6.12
ORD-2025-000006,2,PROD-036,1,11.55,7.5
ORD-2025-000007,1,PROD-044,1,40.85,33.24
ORD-2025-000007,2,PROD-041,4,11.83,36.64
ORD-2025-000008,1,PROD-031,1,53.52,24.08
ORD-2025-000008,2,PROD-040,2,15.21,28.35
ORD-2025-000008,3,PROD-022,1,9.01,5.95
ORD-2025-000009,1,PROD-013,3,11.9,32.15
ORD-2025-000010,1,PROD-044,1,40.85,40.32
ORD-2025-000011,1,PROD-040,2,15.21,24.76
ORD-2025-000012,1,PROD-004,1,20.28,19.09
ORD-2025-000012,2,PROD-001,1,12.9,12.26
ORD-2025-000012,3,PROD-027,1,21.13,16.96
ORD-2025-000013,1,PROD-036,3,11.55,33.53
ORD-2025-000013,2,PROD-035,3,10.14,23.56
ORD-2025-000013,3,PROD-002,1,11.9,6.1
ORD-2025-000014,1,PROD-012,2,18.5,27.78
ORD-2025-000015,1,PROD-008,1,9.9,9.67
ORD-2025-000016,1,PROD-002,1,11.9,5.96
ORD-2025-000016,2,PROD-021,2,15.49,19.57
ORD-2025-000017,1,PROD-028,1,17.18,7.73
ORD-2025-000018,1,PROD-010,1,38.03,36.3
ORD-2025-000018,2,PROD-020,2,10.14,19.97
ORD-2025-000018,3,PROD-002,1,11.9,11.29
ORD-2025-000019,1,PROD-055,1,74.65,69.31
ORD-2025-000020,1,PROD-021,1,15.49,14.95
ORD-2025-000020,2,PROD-027,1,21.13,18.65
ORD-2025-000021,1,PROD-059,1,52.11,47.34
ORD-2025-000022,1,PROD-023,1,7.89,3.55
ORD-2025-000022,2,PROD-032,2,19.72,17.75
ORD-2025-000023,1,PROD-034,1,9.01,4.56
ORD-2025-000024,1,PROD-050,1,61.97,56.01
ORD-2025-000025,1,PROD-006,2,32.39,57.65
ORD-2025-000025,2,PROD-028,2,17.18,30.75
ORD-2025-000026,1,PROD-004,3,20.28,53.41
ORD-2025-000026,2,PROD-005,1,20.28,18.46
ORD-2025-000027,1,PROD-023,1,7.89,5.86
ORD-2025-000027,2,PROD-042,2,73.24,88.01
ORD-2025-000027,3,PROD-007,1,17.18,10.0
ORD-2025-000028,1,PROD-011,1,14.9,13.79
ORD-2025-000029,1,PROD-001,1,12.9,9.16
ORD-2025-000030,1,PROD-022,1,9.01,7.96
ORD-2025-000031,1,PROD-006,1,32.39,27.74
ORD-2025-000031,2,PROD-048,1,55.77,41.66
ORD-2025-000032,1,PROD-022,1,9.01,7.56
ORD-2025-000032,2,PROD-002,3,11.9,23.38
ORD-2025-000032,3,PROD-038,1,7.89,6.11
ORD-2025-000033,1,PROD-037,1,9.86,7.45
ORD-2025-000034,1,PROD-005,1,20.28,19.44
ORD-2025-000035,1,PROD-052,1,46.48,44.55
ORD-2025-000035,2,PROD-002,1,11.9,11.71
ORD-2025-000035,3,PROD-004,1,20.28,18.21
ORD-2025-000036,1,PROD-006,2,32.39,51.89
ORD-2025-000037,1,PROD-044,2,40.85,36.77
ORD-2025-000038,1,PROD-035,2,10.14,20.18
ORD-2025-000038,2,PROD-003,1,14.37,12.17
ORD-2025-000038,3,PROD-002,1,11.9,11.36
ORD-2025-000039,1,PROD-001,3,12.9,37.54
ORD-2025-000040,1,PROD-010,1,38.03,36.96
ORD-2025-000040,2,PROD-048,1,55.77,52.31
ORD-2025-000041,1,PROD-024,1,8.73,7.42
ORD-2025-000042,1,PROD-039,1,8.17,4.41
ORD-2025-000043,1,PROD-010,3,38.03,61.63
ORD-2025-000044,1,PROD-032,1,19.72,10.07
ORD-2025-000045,1,PROD-004,1,20.28,11.26
ORD-2025-000046,1,PROD-056,1,101.41,66.01
ORD-2025-000047,1,PROD-037,2,9.86,18.3
ORD-2025-000048,1,PROD-044,2,40.85,77.23
ORD-2025-000048,2,PROD-017,2,12.5,19.26
ORD-2025-000049,1,PROD-016,1,8.9,4.0
ORD-2025-000049,2,PROD-044,1,40.85,39.23
ORD-2025-000050,1,PROD-004,2,20.28,37.09
ORD-2025-000051,1,PROD-036,3,11.55,15.59
ORD-2025-000051,2,PROD-003,2,14.37,27.87
ORD-2025-000052,1,PROD-023,1,7.89,6.54
ORD-2025-000053,1,PROD-021,1,15.49,10.86
ORD-2025-000054,1,PROD-034,2,9.01,15.58
ORD-2025-000055,1,PROD-029,1,24.79,12.46
ORD-2025-000056,1,PROD-013,2,11.9,22.37
ORD-2025-000056,2,PROD-011,2,14.9,22.38
ORD-2025-000057,1,PROD-006,2,32.39,45.39
ORD-2025-000058,1,PROD-005,2,20.28,24.62
ORD-2025-000059,1,PROD-008,1,9.9,7.85
ORD-2025-000060,1,PROD-003,3,14.37,35.04
ORD-2025-000060,2,PROD-016,1,8.9,7.54
ORD-2025-000060,3,PROD-010,2,38.03,58.95
ORD-2025-000061,1,PROD-022,1,9.01,4.93
ORD-2025-000062,1,PROD-028,1,17.18,9.27
ORD-2025-000062,2,PROD-001,1,12.9,12.37
ORD-2025-000063,1,PROD-001,2,12.9,25.24
ORD-2025-000064,1,PROD-036,2,11.55,14.07
ORD-2025-000065,1,PROD-041,3,11.83,35.33
ORD-2025-000065,2,PROD-007,2,17.18,34.14
ORD-2025-000066,1,PROD-033,2,52.11,59.29
ORD-2025-000066,2,PROD-032,3,19.72,26.62
ORD-2025-000067,1,PROD-051,1,36.06,23.1
ORD-2025-000067,2,PROD-001,1,12.9,10.23
ORD-2025-000068,1,PROD-020,1,10.14,5.72
ORD-2025-000069,1,PROD-012,2,18.5,29.61
ORD-2025-000069,2,PROD-032,1,19.72,14.94
ORD-2025-000069,3,PROD-007,1,17.18,14.24
ORD-2025-000070,1,PROD-035,3,10.14,15.12
ORD-2025-000071,1,PROD-034,2,9.01,17.57
ORD-2025-000071,2,PROD-036,2,11.55,21.15
ORD-2025-000072,1,PROD-008,2,9.9,8.91
ORD-2025-000072,2,PROD-039,1,8.17,5.17
ORD-2025-000073,1,PROD-034,1,9.01,5.04
ORD-2025-000073,2,PROD-011,1,14.9,6.7
ORD-2025-000074,1,PROD-004,1,20.28,16.38
ORD-2025-000074,2,PROD-039,2,8.17,11.34
ORD-2025-000075,1,PROD-006,2,32.39,57.26
ORD-2025-000076,1,PROD-060,1,42.25,20.9
ORD-2025-000077,1,PROD-017,1,12.5,12.27
ORD-2025-000077,2,PROD-011,2,14.9,28.18
ORD-2025-000077,3,PROD-041,2,11.83,22.15
ORD-2025-000078,1,PROD-008,1,9.9,9.28
