OrderID,CustomerID,OrderDate,OrderDiscountPct,BasketItemCount
ORD-2023-020630,CUST-03374,2023-08-19,0.0273,1
ORD-2023-020631,CUST-03375,2023-08-08,0.1748,1
ORD-2023-020632,CUST-03376,2023-08-23,0.4327,2
ORD-2023-020633,CUST-03377,2023-08-27,0.3211,1
ORD-2023-020634,CUST-03378,2023-08-29,0.0562,2
ORD-2023-020635,CUST-03379,2023-08-24,0.0811,2
ORD-2023-020636,CUST-03380,2023-08-30,0.0513,2
ORD-2023-020637,CUST-03381,2023-08-31,0.2077,2
ORD-2023-020638,CUST-03382,2023-08-25,0.0678,3
ORD-2023-020639,CUST-03383,2023-08-19,0.1777,2
ORD-2023-020640,CUST-03384,2023-08-10,0.5168,1
ORD-2023-020641,CUST-03385,2023-08-25,0.55,1
ORD-2023-020642,CUST-03386,2023-08-29,0.0643,1
ORD-2023-020643,,2023-08-31,0.0752,2
ORD-2023-020644,CUST-03388,2023-08-23,0.0459,3
ORD-2023-020645,CUST-03389,2023-08-30,0.1555,1
ORD-2023-020646,CUST-03390,2023-08-29,0.2281,2
ORD-2023-020647,CUST-03391,2023-08-29,0.0563,1
ORD-2023-020648,CUST-03392,2023-08-30,0.0817,2
ORD-2023-020649,CUST-03393,2023-08-07,0.1731,1
ORD-2023-020650,CUST-03394,2023-08-26,0.3108,1
ORD-2023-020651,CUST-03395,2023-08-24,0.011,1
ORD-2023-020652,CUST-03396,2023-08-28,0.1702,1
ORD-2023-020653,CUST-03397,2023-08-27,0.1575,1
ORD-2023-020654,CUST-03398,2023-08-28,0.071,3
ORD-2023-020655,CUST-03399,2023-08-15,0.2052,2
ORD-2023-020656,CUST-03400,2023-08-31,0.0714,1
ORD-2023-020657,CUST-03401,2023-08-29,0.0303,1
ORD-2023-020658,CUST-03402,2023-08-27,0.0216,1
ORD-2023-020659,CUST-03403,2023-08-13,0.1936,5
ORD-2023-020660,CUST-03404,2023-08-20,0.099,2
ORD-2023-020661,CUST-03405,2023-08-18,0.0136,1
ORD-2023-020662,CUST-03406,2023-08-16,0.3968,1
ORD-2023-020663,CUST-03407,2023-08-08,0.1405,1
ORD-2023-020664,CUST-03408,2023-08-21,0.1139,1
ORD-2023-020665,CUST-03409,2023-08-12,0.08,1
ORD-2023-020666,CUST-03410,2023-08-19,0.0424,1
ORD-2023-020667,CUST-03411,2023-08-28,0.0335,1
ORD-2023-020668,CUST-03412,2023-08-24,0.5088,2
ORD-2023-020669,CUST-03413,2023-08-30,0.1398,1
ORD-2023-020670,CUST-03414,2023-08-31,0.4684,1
ORD-2023-020671,CUST-03415,2023-08-19,0.0726,2
ORD-2023-020672,CUST-03416,2023-08-14,0.0886,2
ORD-2023-020673,CUST-03417,2023-08-31,0.4945,2
ORD-2023-020674,CUST-03418,2023-08-14,0.2311,1
ORD-2023-020675,CUST-03419,2023-08-29,0.5043,1
ORD-2023-020676,CUST-03420,2023-08-30,0.1245,1
ORD-2023-020677,CUST-03421,2023-08-09,0.111,2
ORD-2023-020678,CUST-03422,2023-08-31,0.55,1
ORD-2023-020679,CUST-03423,2023-08-24,0.2237,2
ORD-2023-020680,CUST-03424,2023-08-31,0.1158,1
ORD-2023-020681,CUST-03425,2023-08-30,0.1631,2
ORD-2023-020682,CUST-03426,2023-08-18,0.3267,1
ORD-2023-020683,CUST-03427,2023-08-27,0.0595,5
ORD-2023-020684,CUST-03428,2023-08-13,0.346,2
ORD-2023-020685,CUST-03429,2023-08-30,0.139,1
ORD-2023-020686,CUST-03430,2023-08-29,0.0671,1
ORD-2023-020687,CUST-03431,2023-08-12,0.0798,3
ORD-2023-020688,CUST-03432,2023-08-31,0.0902,1
ORD-2023-020689,CUST-03433,2023-08-29,0.2105,1
ORD-2023-020690,CUST-03434,2023-08-29,0.343,2
ORD-2023-020691,CUST-03435,2023-08-30,0.0756,1
ORD-2023-020692,CUST-03436,2023-08-26,0.0149,1
ORD-2023-020693,CUST-03437,2023-08-07,0.1677,2
ORD-2023-020694,CUST-03438,2023-08-26,0.55,1
ORD-2023-020695,CUST-03439,2023-08-29,0.2785,1
ORD-2023-020696,CUST-03440,2023-08-28,0.1336,1
ORD-2023-020697,CUST-03441,2023-08-26,0.3592,1
ORD-2023-020698,CUST-03442,2023-08-19,0.1258,1
ORD-2023-020699,CUST-03443,2023-08-31,0.0955,1
ORD-2023-020700,CUST-03444,2023-08-21,0.3615,1
ORD-2023-020701,CUST-03445,2023-08-10,0.0862,5
ORD-2023-020702,CUST-03446,2023-08-28,0.0511,1
ORD-2023-020703,CUST-03447,2023-08-23,0.1725,1
ORD-2023-020704,CUST-03448,2023-08-24,0.0135,1
ORD-2023-020705,CUST-03449,2023-08-07,0.2117,1
ORD-2023-020706,CUST-03450,2023-08-28,0.1191,1
ORD-2023-020707,CUST-03451,2023-08-30,0.4297,1
ORD-2023-020708,CUST-03452,2023-08-19,0.1494,1
ORD-2023-020709,CUST-03453,2023-08-31,0.0801,1
ORD-2023-020710,CUST-03454,2023-08-31,0.0519,1
ORD-2023-020711,CUST-03455,2023-08-29,0.0719,1
ORD-2023-020712,CUST-03456,2023-08-17,0.3579,1
ORD-2023-020713,CUST-03457,2023-08-21,0.1105,3
ORD-2023-020714,CUST-03458,2023-08-03,0.55,1
ORD-2023-020715,CUST-03459,2023-08-18,0.435,2
ORD-2023-020716,CUST-03460,2023-08-16,0.0103,1
ORD-2023-020717,,2023-08-12,0.109,1
ORD-2023-020718,CUST-03462,2023-08-27,0.2996,2
ORD-2023-020719,CUST-03463,2023-08-30,0.2413,2
ORD-2023-020720,CUST-03464,2023-08-15,0.0146,2
ORD-2023-020721,CUST-03465,2023-08-24,0.404,2
ORD-2023-020722,CUST-03466,2023-08-25,0.55,1
ORD-2023-020723,CUST-03467,2023-08-28,0.1996,2
ORD-2023-020724,CUST-03468,2023-08-22,0.0789,2
ORD-2023-020725,CUST-03469,2023-08-09,0.55,1
ORD-2023-020726,CUST-03470,2023-08-30,0.1946,1
ORD-2023-020727,CUST-03471,2023-08-21,0.076,2
ORD-2023-020728,CUST-03472,2023-08-27,0.0593,3
ORD-2023-020729,CUST-03473,2023-08-27,0.0639,1
ORD-2023-020730,CUST-03474,2023-08-31,0.55,1
ORD-2023-020731,CUST-03475,2023-08-19,0.1156,1
ORD-2023-020732,CUST-03476,2023-08-22,0.0731,1
ORD-2023-020733,CUST-03477,2023-08-26,0.0902,1
ORD-2023-020734,CUST-03478,2023-08-27,0.1883,2
ORD-2023-020735,CUST-03479,2023-08-26,0.0402,3
