OrderID,LineNumber,ProductID,Quantity,UnitPrice,LineNetAmount
ORD-2025-005153,1,PROD-053,1,53.52,40.39
ORD-2025-005154,1,PROD-006,1,32.39,14.58
ORD-2025-005155,1,PROD-021,1,15.49,14.08
ORD-2025-005155,2,PROD-013,1,11.9,10.98
ORD-2025-005156,1,PROD-001,1,12.9,9.44
ORD-2025-005157,1,PROD-006,1,32.39,31.42
ORD-2025-005158,1,PROD-005,2,20.28,18.25
ORD-2025-005159,1,PROD-051,1,36.06,20.71
ORD-2025-005160,1,PROD-036,1,11.55,7.68
ORD-2025-005160,2,PROD-004,1,20.28,17.18
ORD-2025-005161,1,PROD-003,1,14.37,13.5
ORD-2025-005161,2,PROD-034,1,9.01,8.54
ORD-2025-005161,3,PROD-039,4,8.17,28.55
ORD-2025-005162,1,PROD-014,3,9.9,25.03
ORD-2025-005162,2,PROD-011,1,14.9,11.64
ORD-2025-005163,1,PROD-010,2,38.03,62.26
ORD-2025-005163,2,PROD-040,1,15.21,14.0
ORD-2025-005164,1,PROD-035,3,10.14,29.64
ORD-2025-005165,1,PROD-053,1,53.52,52.4
ORD-2025-005165,2,PROD-005,2,20.28,37.18
ORD-2025-005165,3,PROD-020,1,10.14,9.45
ORD-2025-005166,1,PROD-010,1,38.03,17.11
ORD-2025-005166,2,PROD-034,3,9.01,20.87
ORD-2025-005167,1,PROD-008,1,9.9,8.44
ORD-2025-005167,2,PROD-034,1,9.01,7.12
ORD-2025-005168,1,PROD-004,2,20.28,18.25
ORD-2025-005169,1,PROD-001,1,12.9,12.34
ORD-2025-005170,1,PROD-030,1,49.3,45.77
ORD-2025-005171,1,PROD-041,2,11.83,18.83
ORD-2025-005171,2,PROD-003,1,14.37,7.65
ORD-2025-005172,1,PROD-035,2,10.14,16.91
ORD-2025-005172,2,PROD-032,3,19.72,48.91
ORD-2025-005173,1,PROD-019,3,29.58,82.35
ORD-2025-005173,2,PROD-010,2,38.03,61.21
ORD-2025-005174,1,PROD-023,1,7.89,6.11
ORD-2025-005175,1,PROD-021,1,15.49,7.85
ORD-2025-005176,1,PROD-032,2,19.72,36.38
ORD-2025-005176,2,PROD-035,4,10.14,38.73
ORD-2025-005176,3,PROD-044,1,40.85,39.58
ORD-2025-005177,1,PROD-001,3,12.9,36.96
ORD-2025-005177,2,PROD-010,1,38.03,35.29
ORD-2025-005178,1,PROD-042,1,73.24,60.9
ORD-2025-005179,1,PROD-032,2,19.72,36.36
ORD-2025-005179,2,PROD-028,1,17.18,14.81
ORD-2025-005179,3,PROD-004,1,20.28,17.39
ORD-2025-005180,1,PROD-002,2,11.9,21.41
ORD-2025-005180,2,PROD-003,3,14.37,41.84
ORD-2025-005181,1,PROD-037,2,9.86,11.79
ORD-2025-005182,1,PROD-034,2,9.01,17.54
ORD-2025-005182,2,PROD-051,1,36.06,31.28
ORD-2025-005182,3,PROD-006,1,32.39,31.58
ORD-2025-005183,1,PROD-001,1,12.9,12.32
ORD-2025-005183,2,PROD-005,1,20.28,18.42
ORD-2025-005183,3,PROD-006,1,32.39,30.1
ORD-2025-005184,1,PROD-002,1,11.9,11.48
ORD-2025-005184,2,PROD-049,1,80.28,74.81
ORD-2025-005184,3,PROD-010,3,38.03,108.18
ORD-2025-005185,1,PROD-006,1,32.39,25.63
ORD-2025-005186,1,PROD-021,1,15.49,12.89
ORD-2025-005187,1,PROD-004,2,20.28,18.25
ORD-2025-005188,1,PROD-002,2,11.9,10.71
ORD-2025-005189,1,PROD-035,3,10.14,21.37
ORD-2025-005190,1,PROD-059,1,52.11,40.24
ORD-2025-005191,1,PROD-006,1,32.39,16.75
ORD-2025-005191,2,PROD-041,1,11.83,7.11
ORD-2025-005192,1,PROD-051,1,36.06,19.23
ORD-2025-005192,2,PROD-037,3,9.86,16.93
ORD-2025-005193,1,PROD-029,1,24.79,19.51
ORD-2025-005193,2,PROD-027,1,21.13,16.12
ORD-2025-005194,1,PROD-022,1,9.01,7.59
ORD-2025-005194,2,PROD-033,3,52.11,115.4
ORD-2025-005195,1,PROD-012,2,18.5,34.57
ORD-2025-005195,2,PROD-008,1,9.9,6.46
ORD-2025-005195,3,PROD-037,1,9.86,8.22
ORD-2025-005196,1,PROD-005,1,20.28,19.14
ORD-2025-005197,1,PROD-022,1,9.01,8.52
ORD-2025-005198,1,PROD-022,2,9.01,9.8
ORD-2025-005199,1,PROD-029,1,24.79,20.79
ORD-2025-005200,1,PROD-029,2,24.79,37.61
ORD-2025-005201,1,PROD-006,1,32.39,30.42
ORD-2025-005202,1,PROD-006,2,32.39,58.48
ORD-2025-005202,2,PROD-041,2,11.83,21.52
ORD-2025-005203,1,PROD-025,1,21.97,20.99
ORD-2025-005203,2,PROD-004,3,20.28,57.62
ORD-2025-005204,1,PROD-051,1,36.06,30.97
ORD-2025-005204,2,PROD-003,1,14.37,12.82
ORD-2025-005205,1,PROD-058,1,39.44,31.66
ORD-2025-005206,1,PROD-006,2,32.39,61.77
ORD-2025-005206,2,PROD-036,3,11.55,32.48
ORD-2025-005206,3,PROD-010,1,38.03,37.43
