OrderID,CustomerID,OrderDate,OrderDiscountPct,BasketItemCount
ORD-2025-014063,CUST-11296,2025-04-19,0.1704,2
ORD-2025-014064,CUST-11297,2025-04-23,0.0675,1
ORD-2025-014065,CUST-11298,2025-04-25,0.058,1
ORD-2025-014066,CUST-11299,2025-04-11,0.0397,3
ORD-2025-014067,CUST-11300,2025-04-28,0.5244,1
ORD-2025-014068,CUST-11301,2025-04-29,0.0752,2
ORD-2025-014069,CUST-11302,2025-04-29,0.0625,1
ORD-2025-014070,CUST-11303,2025-04-29,0.0211,1
ORD-2025-014071,CUST-11304,2025-04-30,0.3907,2
ORD-2025-014072,CUST-11305,2025-04-30,0.3631,1
ORD-2025-014073,CUST-11306,2025-04-28,0.55,1
ORD-2025-014074,CUST-11307,2025-04-26,0.2656,2
ORD-2025-014075,CUST-11308,2025-04-22,0.2108,1
ORD-2025-014076,CUST-11309,2025-04-19,0.0501,1
ORD-2025-014077,CUST-11310,2025-04-22,0.087,1
ORD-2025-014078,CUST-11311,2025-04-25,0.0375,1
ORD-2025-014079,CUST-11312,2025-04-30,0.0984,5
ORD-2025-014080,CUST-11313,2025-04-27,0.0741,1
ORD-2025-014081,CUST-11314,2025-04-20,0.027,1
ORD-2025-014082,CUST-11315,2025-04-26,0.0145,1
ORD-2025-014083,CUST-11316,2025-04-29,0.4076,2
ORD-2025-014084,CUST-11317,2025-04-28,0.0188,2
ORD-2025-014085,CUST-11318,2025-04-29,0.0272,1
ORD-2025-014086,CUST-11319,2025-04-30,0.0486,2
ORD-2025-014087,CUST-11320,2025-04-21,0.0992,1
ORD-2025-014088,CUST-11321,2025-04-30,0.063,1
ORD-2025-014089,CUST-11322,2025-04-30,0.0556,2
ORD-2025-014090,CUST-11323,2025-04-27,0.2509,3
ORD-2025-014091,CUST-11324,2025-04-30,0.0663,1
ORD-2025-014092,CUST-11325,2025-04-26,0.5371,2
ORD-2025-014093,CUST-11326,2025-04-30,0.108,2
ORD-2025-014094,CUST-11327,2025-04-18,0.55,2
ORD-2025-014095,CUST-11328,2025-04-30,0.0137,1
ORD-2025-014096,CUST-11329,2025-04-09,0.4712,1
ORD-2025-014097,CUST-11330,2025-04-22,0.0811,2
ORD-2025-014098,CUST-11331,2025-04-15,0.4429,2
