OrderID,CustomerID,OrderDate,OrderDiscountPct,BasketItemCount
ORD-2024-047390,CUST-09931,2024-12-28,0.3027,2
ORD-2024-047391,CUST-09932,2024-12-29,0.3456,2
ORD-2024-047392,CUST-09933,2024-12-19,0.1188,3
ORD-2024-047393,CUST-09934,2024-12-28,0.3033,3
ORD-2024-047394,CUST-09935,2024-12-17,0.0026,1
ORD-2024-047395,CUST-09936,2024-12-31,0.0369,3
ORD-2024-047396,CUST-09937,2024-12-29,0.2371,2
ORD-2024-047397,CUST-09938,2024-12-26,0.2786,2
ORD-2024-047398,CUST-09939,2024-12-31,0.1278,2
ORD-2024-047399,CUST-09940,2024-12-27,0.55,1
ORD-2024-047400,CUST-09941,2024-12-25,0.0688,3
ORD-2024-047401,CUST-09942,2024-12-15,0.0415,1
ORD-2024-047402,CUST-09943,2024-12-15,0.0393,3
ORD-2024-047403,CUST-09944,2024-12-18,0.55,1
ORD-2024-047404,CUST-09945,2024-12-27,0.55,1
ORD-2024-047405,CUST-09946,2024-12-30,0.2021,1
ORD-2024-047406,CUST-09947,2024-12-30,0.0474,1
ORD-2024-047407,CUST-09948,2024-12-11,0.0603,3
ORD-2024-047408,CUST-09949,2024-12-28,0.2568,3
ORD-2024-047409,CUST-09950,2024-12-29,0.0567,1
ORD-2024-047410,CUST-09951,2024-12-29,0.0484,1
ORD-2024-047411,CUST-09952,2024-12-16,0.0599,1
ORD-2024-047412,CUST-09953,2024-12-18,0.0299,2
ORD-2024-047413,CUST-09954,2024-12-25,0.0795,3
ORD-2024-047414,CUST-09955,2024-12-20,0.2524,1
ORD-2024-047415,CUST-09956,2024-12-26,0.5314,2
ORD-2024-047416,CUST-09957,2024-12-27,0.5025,2
ORD-2024-047417,CUST-09958,2024-12-29,0.1648,1
ORD-2024-047418,CUST-09959,2024-12-28,0.1027,2
ORD-2024-047419,CUST-09960,2024-12-31,0.512,1
ORD-2024-047420,CUST-09961,2024-12-17,0.0445,3
ORD-2024-047421,CUST-09962,2024-12-11,0.1341,1
ORD-2024-047422,CUST-09963,2024-12-23,0.3285,1
ORD-2024-047423,CUST-09964,2024-12-26,0.2956,1
ORD-2024-047424,CUST-09965,2024-12-14,0.0238,3
ORD-2024-047425,CUST-09966,2024-12-31,0.3324,3
ORD-2024-047426,CUST-09967,2024-12-23,0.5251,2
ORD-2024-047427,CUST-09968,2024-12-29,0.4275,2
ORD-2024-047428,CUST-09969,2024-12-31,0.55,1
ORD-2024-047429,CUST-09970,2024-12-31,0.1656,1
ORD-2024-047430,CUST-09971,2024-12-24,0.4243,2
ORD-2024-047431,CUST-09972,2024-12-19,0.1248,2
ORD-2024-047432,CUST-09973,2024-12-16,0.1679,1
ORD-2024-047433,CUST-09974,2024-12-29,0.5074,2
ORD-2024-047434,CUST-09975,2024-12-22,0.0739,1
ORD-2024-047435,CUST-09976,2024-12-24,0.1248,3
ORD-2024-047436,CUST-09977,2024-12-30,0.14,3
ORD-2024-047437,CUST-09978,2024-12-15,0.2579,2
ORD-2024-047438,CUST-09979,2024-12-22,0.1679,1
ORD-2024-047439,CUST-09980,2024-12-21,0.4642,2
ORD-2024-047440,CUST-09981,2024-12-28,0.0417,1
ORD-2024-047441,CUST-09982,2024-12-18,0.2746,2
ORD-2024-047442,CUST-09983,2024-12-27,0.1385,1
ORD-2024-047443,CUST-09984,2024-12-31,0.1283,1
ORD-2024-047444,CUST-09985,2024-12-24,0.2458,1
ORD-2024-047445,CUST-09986,2024-12-31,0.55,1
ORD-2024-047446,CUST-09987,2024-12-31,0.0098,1
ORD-2024-047447,CUST-09988,2024-12-30,0.3875,2
ORD-2024-047448,CUST-09989,2024-12-28,0.5143,1
ORD-2024-047449,CUST-09990,2024-12-31,0.2178,1
ORD-2024-047450,CUST-09991,2024-12-20,0.55,1
ORD-2024-047451,CUST-09992,2024-12-22,0.2597,1
ORD-2024-047452,CUST-09993,2024-12-29,0.3206,1
ORD-2024-047453,CUST-09994,2024-12-25,0.0598,1
ORD-2024-047454,CUST-09995,2024-12-27,0.1123,2
ORD-2024-047455,CUST-09996,2024-12-31,0.0218,1
ORD-2024-047456,CUST-09997,2024-12-11,0.1783,2
ORD-2024-047457,CUST-09998,2024-12-25,0.2005,1
ORD-2024-047458,CUST-09999,2024-12-22,0.2466,1
ORD-2024-047459,CUST-10000,2024-12-14,0.3074,3
ORD-2024-047460,CUST-10001,2024-12-10,0.1139,4
ORD-2024-047461,CUST-10002,2024-12-22,0.0993,4
ORD-2024-047462,CUST-10003,2024-12-29,0.2158,1
ORD-2024-047463,CUST-10004,2024-12-31,0.2602,1
ORD-2024-047464,CUST-10005,2024-12-06,0.3919,2
ORD-2024-047465,CUST-10006,2024-12-20,0.1363,2
ORD-2024-047466,CUST-10007,2024-12-31,0.2339,1
ORD-2024-047467,CUST-10008,2024-12-26,0.335,1
ORD-2024-047468,CUST-10009,2024-12-30,0.2536,1
ORD-2024-047469,CUST-10010,2024-12-25,0.0096,3
ORD-2024-047470,CUST-10011,2024-12-27,0.0331,1
ORD-2024-047471,CUST-10012,2024-12-13,0.3222,2
ORD-2024-047472,CUST-10013,2024-12-20,0.1742,2
ORD-2024-047473,CUST-10014,2024-12-30,0.0696,1
ORD-2024-047474,CUST-10015,2024-12-15,0.1186,2
ORD-2024-047475,CUST-10016,2024-12-11,0.0381,2
ORD-2024-047476,CUST-10017,2024-12-28,0.3007,1
ORD-2024-047477,CUST-10018,2024-12-27,0.5445,2
ORD-2024-047478,CUST-10019,2024-12-21,0.0904,2
ORD-2024-047479,CUST-10020,2024-12-22,0.1222,1
ORD-2024-047480,CUST-10021,2024-12-24,0.0167,1
ORD-2024-047481,CUST-10022,2024-12-20,0.0384,1
ORD-2024-047482,CUST-10023,2024-12-31,0.248,1
ORD-2024-047483,CUST-10024,2024-12-20,0.1209,2
ORD-2024-047484,CUST-10025,2024-12-29,0.0135,2
ORD-2024-047485,CUST-10026,2024-12-08,0.0602,3
ORD-2024-047486,CUST-10027,2024-12-28,0.0267,1
ORD-2024-047487,CUST-10028,2024-12-22,0.1297,1
