OrderID,LineNumber,ProductID,Quantity,UnitPrice,LineNetAmount
ORD-2025-039063,1,PROD-006,2,32.39,41.15
ORD-2025-039064,1,PROD-023,1,7.89,5.15
ORD-2025-039065,1,PROD-005,3,20.28,55.58
ORD-2025-039066,1,PROD-006,2,32.39,39.39
ORD-2025-039067,1,PROD-029,1,24.79,18.88
ORD-2025-039068,1,PROD-002,1,11.9,10.87
ORD-2025-039069,1,PROD-022,1,9.01,5.19
ORD-2025-039070,1,PROD-006,3,32.39,71.93
ORD-2025-039071,1,PROD-008,1,9.9,8.22
ORD-2025-039072,1,PROD-004,2,20.28,18.25
ORD-2025-039073,1,PROD-042,2,73.24,80.26
ORD-2025-039073,2,PROD-012,1,18.5,11.5
ORD-2025-039074,1,PROD-041,1,11.83,9.86
ORD-2025-039074,2,PROD-039,2,8.17,12.02
ORD-2025-039075,1,PROD-001,2,12.9,24.41
ORD-2025-039075,2,PROD-005,1,20.28,18.46
ORD-2025-039076,1,PROD-005,3,20.28,49.4
ORD-2025-039077,1,PROD-040,1,15.21,14.27
ORD-2025-039078,1,PROD-047,1,108.45,90.74
ORD-2025-039079,1,PROD-006,1,32.39,25.46
ORD-2025-039079,2,PROD-035,3,10.14,26.96
ORD-2025-039080,1,PROD-005,2,20.28,38.33
ORD-2025-039081,1,PROD-003,3,14.37,38.64
ORD-2025-039082,1,PROD-001,1,12.9,11.44
ORD-2025-039083,1,PROD-005,2,20.28,39.67
ORD-2025-039083,2,PROD-032,3,19.72,58.59
ORD-2025-039084,1,PROD-026,2,14.65,21.64
ORD-2025-039085,1,PROD-029,2,24.79,28.61
ORD-2025-039086,1,PROD-026,1,14.65,11.02
ORD-2025-039086,2,PROD-045,1,72.68,67.69
ORD-2025-039087,1,PROD-030,1,49.3,37.4
ORD-2025-039088,1,PROD-013,3,11.9,21.29
ORD-2025-039089,1,PROD-001,1,12.9,11.36
ORD-2025-039089,2,PROD-034,2,9.01,16.65
ORD-2025-039090,1,PROD-038,2,7.89,7.1
ORD-2025-039091,1,PROD-003,1,14.37,11.56
ORD-2025-039092,1,PROD-003,1,14.37,13.72
ORD-2025-039092,2,PROD-001,2,12.9,25.27
ORD-2025-039092,3,PROD-005,2,20.28,27.1
ORD-2025-039093,1,PROD-022,2,9.01,10.18
ORD-2025-039094,1,PROD-028,1,17.18,11.4
ORD-2025-039095,1,PROD-005,2,20.28,18.25
ORD-2025-039096,1,PROD-050,1,61.97,57.93
ORD-2025-039096,2,PROD-008,2,9.9,19.4
ORD-2025-039097,1,PROD-036,1,11.55,7.04
ORD-2025-039097,2,PROD-049,1,80.28,36.13
ORD-2025-039098,1,PROD-003,1,14.37,12.88
ORD-2025-039098,2,PROD-006,2,32.39,53.44
ORD-2025-039098,3,PROD-035,1,10.14,9.26
ORD-2025-039099,1,PROD-005,2,20.28,28.8
ORD-2025-039100,1,PROD-028,1,17.18,16.29
ORD-2025-039101,1,PROD-006,1,32.39,29.13
ORD-2025-039102,1,PROD-005,2,20.28,38.86
ORD-2025-039102,2,PROD-040,2,15.21,27.95
ORD-2025-039102,3,PROD-001,1,12.9,12.76
ORD-2025-039103,1,PROD-006,3,32.39,96.37
ORD-2025-039104,1,PROD-038,1,7.89,7.71
ORD-2025-039104,2,PROD-026,1,14.65,14.59
ORD-2025-039105,1,PROD-039,3,8.17,19.57
ORD-2025-039105,2,PROD-002,2,11.9,21.24
ORD-2025-039106,1,PROD-005,2,20.28,39.81
ORD-2025-039107,1,PROD-012,1,18.5,16.76
ORD-2025-039108,1,PROD-053,2,53.52,93.56
ORD-2025-039109,1,PROD-004,1,20.28,19.91
ORD-2025-039110,1,PROD-001,2,12.9,19.76
ORD-2025-039110,2,PROD-002,1,11.9,7.53
ORD-2025-039111,1,PROD-003,1,14.37,12.49
ORD-2025-039111,2,PROD-041,2,11.83,19.98
ORD-2025-039112,1,PROD-031,1,53.52,42.62
ORD-2025-039113,1,PROD-037,1,9.86,6.26
ORD-2025-039113,2,PROD-005,1,20.28,12.89
ORD-2025-039114,1,PROD-010,1,38.03,28.47
ORD-2025-039115,1,PROD-001,1,12.9,12.6
ORD-2025-039115,2,PROD-014,2,9.9,11.73
ORD-2025-039115,3,PROD-006,1,32.39,29.17
ORD-2025-039115,4,PROD-038,1,7.89,6.92
ORD-2025-039116,1,PROD-026,2,14.65,24.2
ORD-2025-039116,2,PROD-032,1,19.72,18.26
ORD-2025-039116,3,PROD-011,1,14.9,12.45
ORD-2025-039117,1,PROD-007,2,17.18,16.63
ORD-2025-039118,1,PROD-037,1,9.86,4.44
ORD-2025-039119,1,PROD-020,1,10.14,9.19
ORD-2025-039120,1,PROD-004,2,20.28,31.92
ORD-2025-039121,1,PROD-040,2,15.21,23.41
ORD-2025-039121,2,PROD-011,1,14.9,6.7
ORD-2025-039122,1,PROD-035,2,10.14,16.6
ORD-2025-039123,1,PROD-007,1,17.18,15.75
ORD-2025-039124,1,PROD-020,1,10.14,7.88
ORD-2025-039125,1,PROD-041,3,11.83,30.96
ORD-2025-039125,2,PROD-032,1,19.72,18.58
ORD-2025-039126,1,PROD-024,1,8.73,7.39
ORD-2025-039127,1,PROD-034,1,9.01,6.33
ORD-2025-039127,2,PROD-031,1,53.52,40.16
ORD-2025-039128,1,PROD-049,1,80.28,77.97
ORD-2025-039129,1,PROD-041,3,11.83,19.26
ORD-2025-039129,2,PROD-021,1,15.49,10.53
ORD-2025-039130,1,PROD-022,1,9.01,4.54
ORD-2025-039131,1,PROD-005,1,20.28,17.1
ORD-2025-039132,1,PROD-006,2,32.39,62.46
ORD-2025-039133,1,PROD-006,1,32.39,17.9
ORD-2025-039134,1,PROD-003,1,14.37,13.3
ORD-2025-039134,2,PROD-017,1,12.5,12.24
ORD-2025-039134,3,PROD-039,1,8.17,7.42
ORD-2025-039135,1,PROD-006,1,32.39,30.63
ORD-2025-039135,2,PROD-004,2,20.28,39.6
ORD-2025-039135,3,PROD-020,1,10.14,10.03
ORD-2025-039136,1,PROD-038,1,7.89,6.31
ORD-2025-039137,1,PROD-047,1,108.45,102.51
ORD-2025-039137,2,PROD-041,1,11.83,7.26
ORD-2025-039138,1,PROD-010,2,38.03,71.58
ORD-2025-039138,2,PROD-021,1,15.49,15.03
ORD-2025-039139,1,PROD-008,2,9.9,17.71
ORD-2025-039140,1,PROD-006,1,32.39,26.39
ORD-2025-039141,1,PROD-030,1,49.3,35.65
ORD-2025-039141,2,PROD-026,1,14.65,13.24
ORD-2025-039141,3,PROD-024,1,8.73,7.33
ORD-2025-039142,1,PROD-026,1,14.65,13.27
ORD-2025-039142,2,PROD-027,1,21.13,12.12
ORD-2025-039143,1,PROD-006,2,32.39,62.33
ORD-2025-039143,2,PROD-005,1,20.28,17.75
ORD-2025-039144,1,PROD-028,1,17.18,11.76
ORD-2025-039144,2,PROD-002,1,11.9,9.1
ORD-2025-039144,3,PROD-035,1,10.14,9.06
ORD-2025-039145,1,PROD-047,1,108.45,54.17
ORD-2025-039146,1,PROD-005,1,20.28,17.88
ORD-2025-039146,2,PROD-010,2,38.03,69.37
ORD-2025-039147,1,PROD-034,1,9.01,4.05
ORD-2025-039147,2,PROD-024,1,8.73,7.36
ORD-2025-039148,1,PROD-006,2,32.39,62.94
ORD-2025-039148,2,PROD-040,3,15.21,44.82
ORD-2025-039149,1,PROD-041,1,11.83,7.94
ORD-2025-039150,1,PROD-003,1,14.37,6.84
ORD-2025-039151,1,PROD-035,1,10.14,6.79
ORD-2025-039152,1,PROD-038,2,7.89,10.56
ORD-2025-039153,1,PROD-007,3,17.18,39.28
ORD-2025-039153,2,PROD-055,1,74.65,54.17
ORD-2025-039154,1,PROD-020,1,10.14,7.0
ORD-2025-039155,1,PROD-038,3,7.89,10.65
ORD-2025-039156,1,PROD-047,1,108.45,101.89
ORD-2025-039156,2,PROD-028,2,17.18,29.82
ORD-2025-039157,1,PROD-003,2,14.37,28.17
ORD-2025-039158,1,PROD-008,1,9.9,9.24
ORD-2025-039159,1,PROD-022,2,9.01,14.45
ORD-2025-039160,1,PROD-034,3,9.01,13.93
ORD-2025-039161,1,PROD-007,1,17.18,8.48
ORD-2025-039162,1,PROD-052,1,46.48,36.3
ORD-2025-039162,2,PROD-054,1,59.15,38.42
ORD-2025-039163,1,PROD-010,1,38.03,37.81
ORD-2025-039164,1,PROD-034,3,9.01,19.06
ORD-2025-039164,2,PROD-013,1,11.9,7.77
ORD-2025-039165,1,PROD-004,3,20.28,50.2
ORD-2025-039166,1,PROD-050,2,61.97,108.92
ORD-2025-039167,1,PROD-027,1,21.13,17.53
ORD-2025-039167,2,PROD-036,2,11.55,20.89
ORD-2025-039168,1,PROD-004,2,20.28,25.01
ORD-2025-039168,2,PROD-002,1,11.9,10.31
ORD-2025-039169,1,PROD-010,2,38.03,60.4
ORD-2025-039169,2,PROD-027,1,21.13,19.34
ORD-2025-039170,1,PROD-006,1,32.39,17.29
ORD-2025-039171,1,PROD-050,1,61.97,56.63
ORD-2025-039172,1,PROD-006,2,32.39,51.76
ORD-2025-039173,1,PROD-013,1,11.9,11.0
ORD-2025-039174,1,PROD-023,2,7.89,11.61
ORD-2025-039175,1,PROD-032,2,19.72,25.16
ORD-2025-039176,1,PROD-039,1,8.17,5.43
ORD-2025-039176,2,PROD-004,2,20.28,26.27
ORD-2025-039177,1,PROD-042,4,73.24,246.41
ORD-2025-039177,2,PROD-027,1,21.13,15.67
ORD-2025-039178,1,PROD-037,1,9.86,9.58
ORD-2025-039179,1,PROD-014,1,9.9,8.02
ORD-2025-039179,2,PROD-011,1,14.9,13.07
ORD-2025-039180,1,PROD-008,2,9.9,8.91
ORD-2025-039180,2,PROD-026,1,14.65,8.45
ORD-2025-039181,1,PROD-006,3,32.39,88.47
ORD-2025-039182,1,PROD-019,3,29.58,67.97
ORD-2025-039182,2,PROD-020,2,10.14,17.21
ORD-2025-039183,1,PROD-038,1,7.89,6.89
ORD-2025-039183,2,PROD-003,1,14.37,10.74
ORD-2025-039184,1,PROD-039,1,8.17,3.68
ORD-2025-039184,2,PROD-036,1,11.55,7.53
ORD-2025-039185,1,PROD-007,1,17.18,16.92
ORD-2025-039186,1,PROD-006,2,32.39,64.22
ORD-2025-039186,2,PROD-041,2,11.83,22.82
ORD-2025-039186,3,PROD-034,1,9.01,8.67
ORD-2025-039187,1,PROD-016,2,8.9,10.81
ORD-2025-039188,1,PROD-040,2,15.21,22.83
ORD-2025-039188,2,PROD-034,3,9.01,23.1
ORD-2025-039189,1,PROD-030,1,49.3,42.98
ORD-2025-039190,1,PROD-003,2,14.37,26.03
ORD-2025-039190,2,PROD-001,1,12.9,11.76
ORD-2025-039190,3,PROD-053,1,53.52,50.18
ORD-2025-039191,1,PROD-007,3,17.18,35.52
ORD-2025-039191,2,PROD-003,2,14.37,25.25
ORD-2025-039192,1,PROD-042,1,73.24,32.96
ORD-2025-039193,1,PROD-034,2,9.01,11.46
ORD-2025-039193,2,PROD-002,1,11.9,6.27
ORD-2025-039194,1,PROD-014,1,9.9,9.05
ORD-2025-039195,1,PROD-021,1,15.49,13.63
ORD-2025-039196,1,PROD-002,1,11.9,9.05
ORD-2025-039197,1,PROD-034,2,9.01,8.11
ORD-2025-039197,2,PROD-006,1,32.39,27.11
ORD-2025-039198,1,PROD-045,1,72.68,52.49
ORD-2025-039199,1,PROD-003,1,14.37,12.9
ORD-2025-039199,2,PROD-017,1,12.5,9.39
ORD-2025-039199,3,PROD-030,2,49.3,88.68
ORD-2025-039200,1,PROD-006,2,32.39,59.0
ORD-2025-039201,1,PROD-042,1,73.24,54.87
ORD-2025-039202,1,PROD-026,2,14.65,28.68
ORD-2025-039203,1,PROD-023,1,7.89,5.69
ORD-2025-039204,1,PROD-025,1,21.97,15.97
ORD-2025-039204,2,PROD-004,1,20.28,17.02
ORD-2025-039205,1,PROD-002,2,11.9,13.14
ORD-2025-039206,1,PROD-001,1,12.9,11.32
ORD-2025-039207,1,PROD-048,1,55.77,39.66
ORD-2025-039208,1,PROD-040,2,15.21,13.8
ORD-2025-039209,1,PROD-028,1,17.18,10.23
ORD-2025-039209,2,PROD-029,1,24.79,12.7
ORD-2025-039210,1,PROD-022,1,9.01,7.31
ORD-2025-039211,1,PROD-024,1,8.73,7.91
ORD-2025-039211,2,PROD-017,1,12.5,12.3
ORD-2025-039211,3,PROD-010,2,38.03,67.92
ORD-2025-039212,1,PROD-003,2,14.37,27.01
ORD-2025-039212,2,PROD-006,2,32.39,56.39
ORD-2025-039213,1,PROD-036,3,11.55,18.2
ORD-2025-039214,1,PROD-007,1,17.18,15.21
ORD-2025-039215,1,PROD-033,4,52.11,145.41
ORD-2025-039216,1,PROD-045,1,72.68,71.26
ORD-2025-039217,1,PROD-039,1,8.17,7.71
ORD-2025-039217,2,PROD-034,1,9.01,7.15
ORD-2025-039218,1,PROD-055,1,74.65,34.47
ORD-2025-039219,1,PROD-002,1,11.9,11.48
ORD-2025-039219,2,PROD-022,2,9.01,14.71
ORD-2025-039219,3,PROD-001,2,12.9,25.34
ORD-2025-039219,4,PROD-047,1,108.45,91.61
ORD-2025-039219,5,PROD-023,2,7.89,14.64
ORD-2025-039220,1,PROD-005,1,20.28,18.64
ORD-2025-039221,1,PROD-049,1,80.28,
ORD-2025-039221,2,PROD-002,1,11.9,11.59
ORD-2025-039222,1,PROD-006,1,32.39,25.09
ORD-2025-039223,1,PROD-007,1,17.18,-7.73
ORD-2025-039223,2,PROD-035,3,10.14,26.19
ORD-2025-039224,1,PROD-041,3,11.83,33.71
ORD-2025-039224,2,PROD-006,1,32.39,28.4
ORD-2025-039225,1,PROD-060,1,42.25,38.48
ORD-2025-039226,1,PROD-034,3,9.01,21.71
ORD-2025-039226,2,PROD-030,2,49.3,44.37
ORD-2025-039227,1,PROD-020,1,10.14,7.74
ORD-2025-039227,2,PROD-011,2,14.9,18.68
ORD-2025-039227,3,PROD-027,1,21.13,15.54
