OrderID,CustomerID,OrderDate,OrderDiscountPct,BasketItemCount
ORD-2025-009430,CUST-10971,2025-03-10,0.0402,1
ORD-2025-009431,CUST-10972,2025-03-31,0.0551,1
ORD-2025-009432,CUST-10973,2025-03-31,0.1202,1
ORD-2025-009433,CUST-10974,2025-03-31,0.1291,2
ORD-2025-009434,CUST-10975,2025-03-20,0.55,2
ORD-2025-009435,CUST-10976,2025-03-25,0.0418,1
ORD-2025-009436,CUST-10977,2025-03-31,0.3917,1
ORD-2025-009437,CUST-10978,2025-03-22,0.499,1
ORD-2025-009438,CUST-10979,2025-03-26,0.184,2
ORD-2025-009439,CUST-10980,2025-03-28,0.1098,1
ORD-2025-009440,CUST-10981,2025-03-14,0.4375,1
ORD-2025-009441,CUST-10982,2025-03-08,0.4898,2
ORD-2025-009442,CUST-10983,2025-03-30,0.1939,2
ORD-2025-009443,CUST-10984,2025-03-25,0.1122,2
ORD-2025-009444,CUST-10985,2025-03-17,0.0263,1
ORD-2025-009445,CUST-10986,2025-03-30,0.5328,1
ORD-2025-009446,CUST-10987,2025-03-23,0.2578,2
ORD-2025-009447,CUST-10988,2025-03-29,0.1764,1
ORD-2025-009448,CUST-10989,2025-03-28,0.55,1
ORD-2025-009449,CUST-10990,2025-03-21,0.3478,2
ORD-2025-009450,CUST-10991,2025-03-23,0.0756,1
ORD-2025-009451,CUST-10992,2025-03-23,0.4942,1
ORD-2025-009452,CUST-10993,2025-03-09,0.0407,2
ORD-2025-009453,CUST-10994,2025-03-28,0.0979,1
ORD-2025-009454,CUST-10995,2025-03-30,0.2501,2
ORD-2025-009455,CUST-10996,2025-03-24,0.2925,1
ORD-2025-009456,CUST-10997,2025-03-29,0.0311,1
ORD-2025-009457,CUST-10998,2025-03-30,0.1515,2
ORD-2025-009458,,2025-03-15,0.0452,1
ORD-2025-009459,CUST-11000,2025-03-26,0.1642,2
ORD-2025-009460,CUST-11001,2025-03-18,0.2799,1
ORD-2025-009461,CUST-11002,2025-03-30,0.1437,1
ORD-2025-009462,CUST-11003,2025-03-25,0.55,1
ORD-2025-009463,CUST-11004,2025-03-21,0.0103,2
ORD-2025-009464,CUST-11005,2025-03-29,0.0975,1
ORD-2025-009465,CUST-11006,2025-03-29,0.364,1
ORD-2025-009466,CUST-11007,2025-03-13,0.3929,1
ORD-2025-009467,CUST-11008,2025-03-22,0.0505,1
ORD-2025-009468,CUST-11009,2025-03-30,0.2093,2
ORD-2025-009469,CUST-11010,2025-03-06,0.4595,2
ORD-2025-009470,CUST-11011,2025-03-18,0.1738,1
ORD-2025-009471,CUST-11012,2025-03-21,0.0668,4
ORD-2025-009472,CUST-11013,2025-03-28,0.1374,1
ORD-2025-009473,CUST-11014,2025-03-22,0.4694,1
ORD-2025-009474,CUST-11015,2025-03-11,0.3709,1
ORD-2025-009475,CUST-11016,2025-03-28,0.2668,3
ORD-2025-009476,CUST-11017,2025-03-28,0.1849,2
ORD-2025-009477,CUST-11018,2025-03-27,0.2467,2
ORD-2025-009478,CUST-11019,2025-03-29,0.3244,1
ORD-2025-009479,CUST-11020,2025-03-22,0.4371,1
ORD-2025-009480,CUST-11021,2025-03-29,0.2994,1
ORD-2025-009481,CUST-11022,2025-03-31,0.1076,1
ORD-2025-009482,CUST-11023,2025-03-29,0.1541,1
ORD-2025-009483,CUST-11024,2025-03-30,0.0214,3
ORD-2025-009484,CUST-11025,2025-03-29,0.3389,1
ORD-2025-009485,CUST-11026,2025-03-22,0.2567,1
ORD-2025-009486,CUST-11027,2025-03-25,0.4968,1
ORD-2025-009487,CUST-11028,2025-03-13,0.0505,2
ORD-2025-009488,CUST-11029,2025-03-12,0.0585,3
ORD-2025-009489,CUST-11030,2025-03-25,0.55,1
ORD-2025-009490,CUST-11031,2025-03-20,0.0158,1
ORD-2025-009491,CUST-11032,2025-03-19,0.3877,1
ORD-2025-009492,CUST-11033,2025-03-23,0.0432,3
ORD-2025-009493,CUST-11034,2025-03-30,0.3852,1
ORD-2025-009494,CUST-11035,2025-03-20,0.2001,1
ORD-2025-009495,CUST-11036,2025-03-31,0.3827,1
ORD-2025-009496,CUST-11037,2025-03-25,0.4151,2
ORD-2025-009497,CUST-11038,2025-03-27,0.3093,1
ORD-2025-009498,CUST-11039,2025-03-22,0.55,1
ORD-2025-009499,CUST-11040,2025-03-30,0.056,1
ORD-2025-009500,CUST-11041,2025-03-21,0.0697,2
ORD-2025-009501,CUST-11042,2025-03-30,0.0509,2
ORD-2025-009502,CUST-11043,2025-03-27,0.55,2
ORD-2025-009503,CUST-11044,2025-03-28,0.526,2
ORD-2025-009504,CUST-11045,2025-03-27,0.3979,2
ORD-2025-009505,CUST-11046,2025-03-16,0.0128,1
ORD-2025-009506,CUST-11047,2025-03-30,0.2137,2
ORD-2025-009507,CUST-11048,2025-03-31,0.5387,1
ORD-2025-009508,CUST-11049,2025-03-20,0.3248,1
ORD-2025-009509,CUST-11050,2025-03-20,0.0161,1
ORD-2025-009510,CUST-11051,2025-03-26,0.0966,1
ORD-2025-009511,CUST-11052,2025-03-09,0.083,1
ORD-2025-009512,CUST-11053,2025-03-04,0.1349,1
ORD-2025-009513,CUST-11054,2025-03-22,0.0743,1
ORD-2025-009514,CUST-11055,2025-03-31,0.4264,2
ORD-2025-009515,CUST-11056,2025-03-21,0.063,2
ORD-2025-009516,CUST-11057,2025-03-27,0.1232,1
ORD-2025-009517,CUST-11058,2025-03-30,0.4121,1
ORD-2025-009518,CUST-11059,2025-03-31,0.0558,2
ORD-2025-009519,CUST-11060,2025-03-06,0.1368,2
ORD-2025-009520,CUST-11061,2025-03-24,0.0598,1
ORD-2025-009521,CUST-11062,2025-03-26,0.0654,2
ORD-2025-009522,CUST-11063,2025-03-30,0.0752,1
ORD-2025-009523,CUST-11064,2025-03-28,0.3339,2
ORD-2025-009524,CUST-11065,2025-03-24,0.1529,1
ORD-2025-009525,CUST-11066,2025-03-05,0.3714,1
ORD-2025-009526,CUST-11067,2025-03-31,0.0749,1
ORD-2025-009527,CUST-11068,2025-03-31,0.1631,2
ORD-2025-009528,CUST-11069,2025-03-07,0.0645,1
ORD-2025-009529,CUST-11070,2025-03-27,0.0839,4
ORD-2025-009530,CUST-11071,2025-03-27,0.4583,2
ORD-2025-009531,CUST-11072,2025-03-17,0.4239,1
ORD-2025-009532,CUST-11073,2025-03-26,0.1032,1
ORD-2025-009533,CUST-11074,2025-03-15,0.0815,3
ORD-2025-009534,CUST-11075,2025-03-30,0.416,1
ORD-2025-009535,CUST-11076,2025-03-27,0.0559,1
ORD-2025-009536,CUST-11077,2025-03-21,0.2875,1
ORD-2025-009537,CUST-11078,2025-03-27,0.2014,1
ORD-2025-009538,CUST-11079,2025-03-30,0.3753,1
ORD-2025-009539,CUST-11080,2025-03-31,0.0386,2
ORD-2025-009540,CUST-11081,2025-03-30,0.0399,3
ORD-2025-009541,CUST-11082,2025-03-26,0.4431,1
ORD-2025-009542,CUST-11083,2025-03-20,0.1757,2
ORD-2025-009543,CUST-11084,2025-03-22,0.0214,1
ORD-2025-009544,CUST-11085,2025-03-23,0.1222,3
ORD-2025-009545,CUST-11086,2025-03-31,0.263,1
ORD-2025-009546,CUST-11087,2025-03-17,0.1277,1
ORD-2025-009547,CUST-11088,2025-03-25,0.55,1
ORD-2025-009548,CUST-11089,2025-03-23,0.2953,2
ORD-2025-009549,CUST-11090,2025-03-25,0.067,2
ORD-2025-009550,CUST-11091,2025-03-26,0.4633,2
ORD-2025-009551,CUST-11092,2025-03-09,0.0538,1
