OrderID,LineNumber,ProductID,Quantity,UnitPrice,LineNetAmount
ORD-2023-010754,1,PROD-058,1,39.44,17.75
ORD-2023-010755,1,PROD-004,1,20.28,9.13
ORD-2023-010755,2,PROD-035,2,10.14,10.92
ORD-2023-010756,1,PROD-014,1,9.9,8.16
ORD-2023-010757,1,PROD-050,1,61.97,53.96
ORD-2023-010758,1,PROD-014,1,9.9,9.84
ORD-2023-010758,2,PROD-035,1,10.14,10.04
ORD-2023-010759,1,PROD-005,1,20.28,11.26
ORD-2023-010760,1,PROD-026,1,14.65,9.9
ORD-2023-010761,1,PROD-002,1,11.9,9.24
ORD-2023-010761,2,PROD-004,2,20.28,18.25
ORD-2023-010762,1,PROD-002,2,11.9,23.38
ORD-2023-010762,2,PROD-008,1,9.9,9.77
ORD-2023-010762,3,PROD-035,2,10.14,20.17
ORD-2023-010763,1,PROD-052,1,46.48,43.13
ORD-2023-010763,2,PROD-007,1,17.18,8.4
ORD-2023-010764,1,PROD-004,1,20.28,12.05
ORD-2023-010765,1,PROD-032,1,19.72,17.2
ORD-2023-010766,1,PROD-006,3,32.39,81.52
ORD-2023-010766,2,PROD-030,2,49.3,75.59
ORD-2023-010767,1,PROD-038,1,7.89,3.55
ORD-2023-010768,1,PROD-049,1,80.28,78.07
ORD-2023-010768,2,PROD-004,2,20.28,38.13
ORD-2023-010769,1,PROD-036,1,11.55,8.57
ORD-2023-010769,2,PROD-052,1,46.48,40.07
ORD-2023-010770,1,PROD-042,1,73.24,61.73
ORD-2023-010771,1,PROD-058,1,39.44,34.63
ORD-2023-010772,1,PROD-003,3,14.37,31.77
ORD-2023-010773,1,PROD-041,1,11.83,5.32
ORD-2023-010774,1,PROD-001,1,12.9,7.84
ORD-2023-010775,1,PROD-048,1,55.77,28.93
ORD-2023-010776,1,PROD-002,3,11.9,16.07
ORD-2023-010777,1,PROD-037,1,9.86,7.18
ORD-2023-010778,1,PROD-004,1,20.28,11.55
ORD-2023-010779,1,PROD-030,2,49.3,92.98
ORD-2023-010780,1,PROD-017,1,12.5,9.84
ORD-2023-010780,2,PROD-028,1,17.18,12.34
ORD-2023-010781,1,PROD-019,2,29.58,43.7
ORD-2023-010782,1,PROD-001,2,12.9,18.53
ORD-2023-010783,1,PROD-037,2,9.86,19.43
ORD-2023-010784,1,PROD-032,1,19.72,18.89
ORD-2023-010785,1,PROD-030,1,49.3,26.12
ORD-2023-010785,2,PROD-025,2,21.97,23.97
ORD-2023-010786,1,PROD-001,2,12.9,23.54
ORD-2023-010786,2,PROD-030,1,49.3,44.71
ORD-2023-010786,3,PROD-005,1,20.28,18.47
ORD-2023-010787,1,PROD-053,1,53.52,51.44
ORD-2023-010787,2,PROD-005,3,20.28,59.17
ORD-2023-010788,1,PROD-005,3,20.28,36.4
ORD-2023-010789,1,PROD-034,2,9.01,17.35
ORD-2023-010789,2,PROD-005,1,20.28,19.93
ORD-2023-010789,3,PROD-035,1,10.14,
ORD-2023-010790,1,PROD-027,1,21.13,11.28
ORD-2023-010791,1,PROD-041,3,11.83,33.2
ORD-2023-010791,2,PROD-036,1,11.55,11.15
ORD-2023-010792,1,PROD-006,1,32.39,18.71
ORD-2023-010792,2,PROD-010,3,38.03,51.34
ORD-2023-010793,1,PROD-013,2,11.9,17.93
ORD-2023-010793,2,PROD-030,1,49.3,22.18
ORD-2023-010793,3,PROD-015,1,26.76,22.4
ORD-2023-010794,1,PROD-017,1,12.5,9.29
ORD-2023-010794,2,PROD-024,1,8.73,6.26
ORD-2023-010795,1,PROD-002,3,11.9,16.56
ORD-2023-010795,2,PROD-029,1,24.79,16.58
ORD-2023-010796,1,PROD-003,2,14.37,23.54
ORD-2023-010797,1,PROD-047,1,108.45,103.71
ORD-2023-010797,2,PROD-003,1,14.37,13.18
ORD-2023-010798,1,PROD-003,1,14.37,10.6
ORD-2023-010798,2,PROD-051,1,36.06,31.7
ORD-2023-010799,1,PROD-004,1,20.28,14.53
ORD-2023-010800,1,PROD-028,1,17.18,13.54
ORD-2023-010801,1,PROD-002,1,11.9,11.71
ORD-2023-010801,2,PROD-036,1,11.55,10.72
ORD-2023-010801,3,PROD-006,2,32.39,61.69
ORD-2023-010801,4,PROD-041,1,11.83,9.19
ORD-2023-010802,1,PROD-007,1,17.18,16.16
ORD-2023-010803,1,PROD-039,1,8.17,7.6
ORD-2023-010803,2,PROD-032,1,19.72,18.42
ORD-2023-010804,1,PROD-006,1,32.39,32.33
ORD-2023-010805,1,PROD-039,3,8.17,24.23
ORD-2023-010805,2,PROD-042,2,73.24,144.3
ORD-2023-010806,1,PROD-003,2,14.37,24.65
ORD-2023-010806,2,PROD-006,2,32.39,45.63
ORD-2023-010807,1,PROD-011,1,14.9,14.05
ORD-2023-010807,2,PROD-031,1,53.52,47.92
ORD-2023-010808,1,PROD-038,2,7.89,10.2
ORD-2023-010808,2,PROD-032,1,19.72,14.21
ORD-2023-010808,3,PROD-017,1,12.5,11.09
ORD-2023-010809,1,PROD-020,1,10.14,8.39
ORD-2023-010809,2,PROD-022,1,9.01,8.55
ORD-2023-010809,3,PROD-021,1,15.49,13.43
ORD-2023-010810,1,PROD-005,2,20.28,38.64
ORD-2023-010811,1,PROD-040,2,15.21,30.31
ORD-2023-010812,1,PROD-005,1,20.28,19.0
ORD-2023-010813,1,PROD-037,3,9.86,24.13
ORD-2023-010814,1,PROD-002,1,11.9,10.62
ORD-2023-010815,1,PROD-006,1,32.39,30.62
ORD-2023-010815,2,PROD-034,2,9.01,16.19
ORD-2023-010815,3,PROD-035,3,10.14,24.69
ORD-2023-010816,1,PROD-034,2,9.01,16.27
ORD-2023-010817,1,PROD-012,2,18.5,29.9
ORD-2023-010818,1,PROD-050,2,61.97,103.87
ORD-2023-010819,1,PROD-035,2,10.14,13.68
ORD-2023-010820,1,PROD-003,1,14.37,13.94
ORD-2023-010820,2,PROD-004,1,20.28,19.85
ORD-2023-010821,1,PROD-022,1,9.01,4.05
ORD-2023-010822,1,PROD-028,2,17.18,28.25
ORD-2023-010823,1,PROD-006,1,32.39,31.77
ORD-2023-010824,1,PROD-008,1,9.9,6.74
ORD-2023-010825,1,PROD-056,1,101.41,72.8
ORD-2023-010826,1,PROD-014,1,9.9,8.67
ORD-2023-010826,2,PROD-003,3,14.37,26.89
ORD-2023-010827,1,PROD-021,1,15.49,14.77
ORD-2023-010827,2,PROD-050,1,61.97,54.68
ORD-2023-010828,1,PROD-049,1,80.28,73.78
ORD-2023-010828,2,PROD-014,2,9.9,18.29
ORD-2023-010829,1,PROD-036,1,11.55,5.2
ORD-2023-010830,1,PROD-022,1,9.01,4.05
ORD-2023-010831,1,PROD-022,1,9.01,5.31
ORD-2023-010831,2,PROD-040,1,15.21,7.69
ORD-2023-010832,1,PROD-034,1,9.01,4.05
ORD-2023-010833,1,PROD-030,2,49.3,78.18
ORD-2023-010834,1,PROD-020,1,10.14,8.56
ORD-2023-010834,2,PROD-010,2,38.03,59.89
ORD-2023-010835,1,PROD-002,3,11.9,16.07
ORD-2023-010836,1,PROD-014,1,9.9,5.91
ORD-2023-010836,2,PROD-027,1,21.13,19.7
ORD-2023-010837,1,PROD-003,2,14.37,12.93
ORD-2023-010837,2,PROD-024,1,8.73,7.52
ORD-2023-010837,3,PROD-001,3,12.9,35.3
ORD-2023-010837,4,PROD-014,2,9.9,12.7
ORD-2023-010838,1,PROD-006,2,32.39,51.69
ORD-2023-010839,1,PROD-011,1,14.9,6.7
ORD-2023-010840,1,PROD-044,1,40.85,40.23
ORD-2023-010841,1,PROD-005,1,20.28,19.34
ORD-2023-010841,2,PROD-027,1,21.13,20.52
ORD-2023-010841,3,PROD-011,1,14.9,14.75
ORD-2023-010842,1,PROD-034,2,9.01,14.65
ORD-2023-010842,2,PROD-035,1,10.14,9.65
ORD-2023-010842,3,PROD-002,2,11.9,14.11
ORD-2023-010843,1,PROD-017,3,12.5,27.75
ORD-2023-010844,1,PROD-054,1,59.15,39.2
ORD-2023-010845,1,PROD-005,1,20.28,9.13
ORD-2023-010846,1,PROD-006,1,32.39,26.09
ORD-2023-010847,1,PROD-007,1,17.18,15.54
ORD-2023-010848,1,PROD-002,2,11.9,10.71
ORD-2023-010848,2,PROD-039,2,8.17,14.18
ORD-2023-010849,1,PROD-037,2,9.86,16.5
ORD-2023-010850,1,PROD-027,1,21.13,12.25
ORD-2023-010851,1,PROD-034,1,9.01,5.62
ORD-2023-010851,2,PROD-036,2,11.55,19.81
ORD-2023-010852,1,PROD-039,4,8.17,29.65
ORD-2023-010852,2,PROD-040,2,15.21,29.54
ORD-2023-010853,1,PROD-051,1,36.06,33.4
ORD-2023-010853,2,PROD-010,2,38.03,42.81
ORD-2023-010854,1,PROD-032,2,19.72,24.48
ORD-2023-010855,1,PROD-011,1,14.9,9.36
ORD-2023-010855,2,PROD-001,1,12.9,10.42
ORD-2023-010856,1,PROD-003,1,14.37,13.32
ORD-2023-010857,1,PROD-019,1,29.58,29.22
ORD-2023-010857,2,PROD-033,3,52.11,155.22
ORD-2023-010857,3,PROD-022,1,9.01,8.23
ORD-2023-010857,4,PROD-028,1,17.18,17.08
ORD-2023-010858,1,PROD-006,1,32.39,32.16
ORD-2023-010859,1,PROD-022,2,9.01,9.9
ORD-2023-010859,2,PROD-023,1,7.89,7.06
ORD-2023-010860,1,PROD-055,1,74.65,67.68
ORD-2023-010861,1,PROD-023,2,7.89,13.04
ORD-2023-010861,2,PROD-001,1,12.9,11.32
ORD-2023-010862,1,PROD-008,1,9.9,9.0
ORD-2023-010863,1,PROD-001,1,12.9,12.57
ORD-2023-010864,1,PROD-007,2,17.18,33.38
ORD-2023-010865,1,PROD-013,2,11.9,21.49
ORD-2023-010866,1,PROD-006,1,32.39,24.94
