OrderID,LineNumber,ProductID,Quantity,UnitPrice,LineNetAmount
ORD-2023-023893,1,PROD-008,2,9.9,16.44
ORD-2023-023894,1,PROD-038,2,7.89,13.23
ORD-2023-023894,2,PROD-003,1,14.37,12.42
ORD-2023-023895,1,PROD-041,1,11.83,5.32
ORD-2023-023896,1,PROD-002,3,11.9,32.02
ORD-2023-023896,2,PROD-044,1,40.85,33.0
ORD-2023-023896,3,PROD-040,1,15.21,14.35
ORD-2023-023897,1,PROD-001,2,12.9,22.0
ORD-2023-023898,1,PROD-053,1,53.52,47.62
ORD-2023-023899,1,PROD-006,1,32.39,23.91
ORD-2023-023900,1,PROD-038,1,7.89,6.7
ORD-2023-023900,2,PROD-027,1,21.13,15.84
ORD-2023-023901,1,PROD-053,1,53.52,52.16
ORD-2023-023902,1,PROD-006,1,32.39,31.04
ORD-2023-023902,2,PROD-002,1,11.9,8.91
ORD-2023-023902,3,PROD-036,2,11.55,19.98
ORD-2023-023903,1,PROD-036,1,11.55,9.34
ORD-2023-023903,2,PROD-001,3,12.9,36.18
ORD-2023-023903,3,PROD-004,3,20.28,56.11
ORD-2023-023904,1,PROD-001,1,12.9,6.3
ORD-2023-023904,2,PROD-035,1,10.14,5.5
ORD-2023-023905,1,PROD-035,1,10.14,8.08
ORD-2023-023906,1,PROD-034,2,9.01,10.97
ORD-2023-023906,2,PROD-002,1,11.9,7.26
ORD-2023-023907,1,PROD-023,1,7.89,6.19
ORD-2023-023907,2,PROD-017,2,12.5,11.25
ORD-2023-023907,3,PROD-048,1,55.77,25.1
ORD-2023-023908,1,PROD-004,1,20.28,9.13
ORD-2023-023908,2,PROD-032,1,19.72,8.87
ORD-2023-023909,1,PROD-015,2,26.76,36.51
ORD-2023-023910,1,PROD-055,1,74.65,54.29
ORD-2023-023911,1,PROD-031,1,53.52,38.53
ORD-2023-023911,2,PROD-024,1,8.73,8.59
ORD-2023-023912,1,PROD-001,1,12.9,6.65
ORD-2023-023913,1,PROD-041,1,11.83,9.52
ORD-2023-023913,2,PROD-004,1,20.28,14.97
ORD-2023-023913,3,PROD-021,1,15.49,12.46
ORD-2023-023914,1,PROD-027,1,21.13,9.51
ORD-2023-023915,1,PROD-002,1,11.9,11.23
ORD-2023-023915,2,PROD-041,3,11.83,28.91
ORD-2023-023916,1,PROD-005,3,20.28,59.84
ORD-2023-023916,2,PROD-006,1,32.39,31.82
ORD-2023-023916,3,PROD-008,1,9.9,9.75
ORD-2023-023916,4,PROD-032,2,19.72,38.74
ORD-2023-023917,1,PROD-001,2,12.9,12.93
ORD-2023-023918,1,PROD-032,2,19.72,35.64
ORD-2023-023919,1,PROD-049,1,80.28,72.48
ORD-2023-023919,2,PROD-017,1,12.5,11.04
ORD-2023-023920,1,PROD-027,1,21.13,20.52
ORD-2023-023920,2,PROD-030,1,49.3,41.66
ORD-2023-023921,1,PROD-021,1,15.49,8.56
ORD-2023-023922,1,PROD-017,2,12.5,19.41
ORD-2023-023923,1,PROD-035,2,10.14,16.49
ORD-2023-023924,1,PROD-003,1,14.37,8.26
ORD-2023-023925,1,PROD-034,2,9.01,17.19
ORD-2023-023926,1,PROD-004,1,20.28,17.56
ORD-2023-023926,2,PROD-035,1,10.14,9.64
ORD-2023-023927,1,PROD-004,1,20.28,12.81
ORD-2023-023927,2,PROD-001,1,12.9,8.67
ORD-2023-023928,1,PROD-004,1,20.28,12.18
ORD-2023-023929,1,PROD-005,3,20.28,49.46
ORD-2023-023930,1,PROD-005,2,20.28,35.83
ORD-2023-023930,2,PROD-002,1,11.9,9.21
ORD-2023-023931,1,PROD-001,1,12.9,8.06
ORD-2023-023932,1,PROD-001,1,12.9,11.81
ORD-2023-023932,2,PROD-041,3,11.83,18.53
ORD-2023-023933,1,PROD-039,3,8.17,16.23
ORD-2023-023934,1,PROD-003,2,14.37,23.54
ORD-2023-023934,2,PROD-034,1,9.01,8.52
ORD-2023-023935,1,PROD-027,2,21.13,38.52
ORD-2023-023935,2,PROD-001,1,12.9,10.41
ORD-2023-023936,1,PROD-003,3,14.37,25.31
ORD-2023-023936,2,PROD-036,3,11.55,25.29
ORD-2023-023936,3,PROD-006,2,32.39,55.85
ORD-2023-023937,1,PROD-030,1,49.3,22.18
ORD-2023-023937,2,PROD-010,1,38.03,29.23
ORD-2023-023938,1,PROD-004,1,20.28,18.94
